$Lewiston qdt year 2016 YC 06/21/22,
57.958,4.5812362
58,-6.795094633
58.042,-7.187948133
58.083,-2.486661133
58.125,5.4929758
58.167,4.4199643
58.208,-1.815877633
58.25,3.3764947
58.292,-0.612877633
58.333,2.7048427
58.375,-0.158987933
58.417,1.2276052
58.458,0.6016052
58.5,2.2676052
58.542,0.449012067
58.583,-1.628176133
58.625,17.05535107
58.667,3.77801253
58.708,-8.91805837
58.75,-8.721354
58.792,19.431963
58.833,11.45968403
58.875,-32.2386242
58.917,9.75880207
58.958,-2.228492533
59,-6.355058767
59.042,-2.4313664
59.083,0.6593312
59.125,5.1776336
59.167,-0.465451933
59.208,-0.728214333
59.25,3.993386533
59.292,-1.922214333
59.333,-0.853026133
59.375,3.5838427
59.417,3.1376052
59.458,-0.828413633
59.5,2.5238045
59.542,-1.394214333
59.583,23.79719553
59.625,7.894041767
59.667,-3.88096007
59.708,-27.26363167
59.75,1.3184196
59.792,-1.973484067
59.833,30.52446423
59.875,-36.08257037
59.917,7.64091817
59.958,1.2422186
60,-4.641717767
60.042,-6.505640133
60.083,6.5638115
60.125,3.5948501
60.167,2.0994249
60.208,2.5069816
60.25,-1.979583233
60.292,1.9696052
60.333,2.1076052
60.375,-0.365657633
60.417,-1.071318233
60.458,2.4290481
60.5,1.5284545
60.542,-0.429176133
60.583,1.1676052
60.625,5.499386533
60.667,-3.915769267
60.708,17.8699812
60.75,5.57929737
60.792,11.82962863
60.833,-0.80145
60.875,-31.7036673
60.917,3.99025087
60.958,-2.413640133
61,-6.596640133
61.042,-6.480640133
61.083,3.882624033
61.125,3.416586367
61.167,2.3828427
61.208,-3.430176133
61.25,1.2397934
61.292,2.9416052
61.333,-2.655957467
61.375,5.266386533
61.417,1.1206052
61.458,2.4306052
61.5,0.9357934
61.542,0.123012067
61.583,-0.460176133
61.625,1.9166052
61.667,-1.401176133
61.708,16.7110863
61.75,10.12237017
61.792,0.072601567
61.833,8.726009067
61.875,-30.96092543
61.917,-5.49472803
61.958,0.9132572
62,-3.826537467
62.042,-5.2545546
62.083,1.8107934
62.125,6.4196052
62.167,-0.206176133
62.208,-1.663176133
62.25,1.4246052
62.292,4.945725933
62.333,-3.115136967
62.375,1.0866052
62.417,2.0198427
62.458,-3.386305233
62.5,3.649574733
62.542,1.766823867
62.583,1.513823867
62.625,2.2280481
62.667,-2.630938633
62.708,24.25401207
62.75,7.980900233
62.792,6.818560033
62.833,-28.37480613
62.875,6.259545033
62.917,-6.5741573
62.958,-8.029413633
63,-2.560938633
63.042,4.548386533
63.083,4.2777934
63.125,-0.889176133
63.167,-1.349176133
63.208,1.6496052
63.25,2.454646067
63.292,-0.9389229
63.333,-0.633091833
63.375,-0.222016033
63.417,-1.212369033
63.458,4.8058848
63.5,6.146917633
63.542,7.185654533
63.583,0.005012067
63.625,0.8256052
63.667,1.1206052
63.708,-1.855176133
63.75,11.2779959
63.792,27.47067943
63.833,9.015077033
63.875,-7.842439133
63.917,-3.942142367
63.958,-1.763355733
64,-40.93850117
64.042,-4.71586113
64.083,9.2566052
64.125,-8.314277067
64.167,-1.0076323
64.208,5.3956052
64.25,0.879061367
64.292,2.4956052
64.333,1.8693677
64.375,-1.627176133
64.417,-1.471938633
64.458,5.369386533
64.5,1.373586367
64.542,0.631061367
64.583,3.250386533
64.625,-2.964413633
64.667,3.1648427
64.708,6.822438035
64.75,22.29708267
64.792,4.862911733
64.833,-8.18731967
64.875,-13.6492043
64.917,-9.794002367
64.958,2.9357753
65,-2.350561965
65.042,-10.74481103
65.083,-2.565845467
65.125,-2.661537467
65.167,0.3262572
65.208,-1.814176133
65.25,5.492386533
65.292,-3.922957467
65.333,9.622167867
65.375,-3.922957467
65.417,6.965386533
65.458,-0.308957467
65.5,14.8309492
65.542,-12.6317388
65.583,4.366386533
65.625,4.6794439
65.667,1.1206052
65.708,1.151612127
65.75,22.75261213
65.792,1.151612127
65.833,1.151612127
65.875,-2.861397133
65.917,-3.884784267
65.958,0.951393667
66,-14.17542137
66.042,-3.535362033
66.083,1.0958427
66.125,4.966149033
66.167,-1.3413948
66.208,5.340624033
66.25,1.4333677
66.292,7.471624033
66.333,-0.900176133
66.375,2.212149033
66.417,5.7208427
66.458,0.0876052
66.5,10.97305497
66.542,6.083430133
66.583,-0.512260333
66.625,1.857625446
66.667,1.857625446
66.708,-14.11337455
66.75,1.857625446
66.792,1.857625446
66.833,4.380154533
66.875,-2.238845467
66.917,6.2522572
66.958,7.214232333
67,4.475386533
67.042,0.2426052
67.083,3.986386533
67.125,2.0316052
67.167,1.4266052
67.208,6.489167867
67.25,2.4836052
67.292,1.5346052
67.333,4.393386533
67.375,1.5546052
67.417,2.909386533
67.458,13.7312012
67.5,7.183596733
67.542,-0.671091167
67.583,4.687153067
67.625,-1.5904561
67.667,-1.676739867
67.708,-1.122867067
67.75,2.851813367
67.792,-0.023545067
67.833,-6.074304923
67.875,-2.440304923
67.917,-2.440304923
67.958,-7.909640133
68,2.2342572
68.042,2.3842572
68.083,5.021392033
68.125,3.5100197
68.167,0.0682572
68.208,4.035392033
68.25,1.9792572
68.292,2.1942572
68.333,4.910154533
68.375,2.1043732
68.417,0.7976052
68.458,6.717167867
68.5,1.1453677
68.542,-1.425938633
68.583,7.801167867
68.625,3.818386533
68.667,4.847629124
68.708,4.618629124
68.75,18.79662912
68.792,9.2026434
68.833,-4.583714133
68.875,-9.060380733
68.917,-9.8534812
68.958,-4.319363533
69,-3.222030612
69.042,0.518969388
69.083,0.518969388
69.125,-2.9247428
69.167,3.683154533
69.208,3.595260838
69.25,6.882260838
69.292,27.40026084
69.333,1.196260838
69.375,1.196260838
69.417,-5.126739162
69.458,-31.82273916
69.5,1.196260838
69.542,15.87904555
69.583,3.308045554
69.625,-2.190954446
69.667,5.498775333
69.708,4.964578
69.75,3.240578
69.792,2.129427
69.833,8.2978437
69.875,2.0470561
69.917,7.1412433
69.958,6.579011717
70,5.835011717
70.042,2.523440633
70.083,3.660272667
70.125,2.053150767
70.167,5.142937967
70.208,7.106036667
70.25,7.667813716
70.292,20.93381372
70.333,5.953813716
70.375,-14.97818628
70.417,5.953813716
70.458,5.953813716
70.5,6.263972667
70.542,7.094972667
70.583,7.714343267
70.625,6.191116067
70.667,7.193016067
70.708,5.078418733
70.75,3.116980267
70.792,38.13498027
70.833,1.911980267
70.875,-13.38843807
70.917,3.842418733
70.958,0.493874133
71,1.269906733
71.042,8.2729134
71.083,5.766771467
71.125,8.494804067
71.167,8.122316067
71.208,2.8699768
71.25,20.1899054
71.292,8.489726733
71.333,-14.28267593
71.375,4.12000807
71.417,15.16971518
71.458,5.059715178
71.5,5.775715178
71.542,5.198211133
71.583,4.230211133
71.625,11.7520058
71.667,3.112211133
71.708,8.8985358
71.75,11.57320406
71.792,35.33520406
71.833,6.302204058
71.875,6.302204058
71.917,9.9052134
71.958,1.111418733
72,-21.66458127
72.042,-3.107581267
72.083,2.651316067
72.125,5.550418733
72.167,4.413418733
72.208,11.4962134
72.25,2.701118733
72.292,9.5752134
72.333,8.5953377
72.375,4.910691667
72.417,6.803771467
72.458,10.3172134
72.5,7.371804067
72.542,7.095316067
72.583,3.757874133
72.625,7.613804067
72.667,6.087771467
72.708,7.880316067
72.75,11.1537014
72.792,5.763771467
72.833,3.925316067
72.875,7.170804067
72.917,10.3686688
72.958,6.405316067
73,5.227316067
73.042,6.763016067
73.083,10.4189134
73.125,6.090991267
73.167,6.940416067
73.208,6.694716067
73.25,6.864116067
73.292,6.292116067
73.333,8.3120134
73.375,6.292116067
73.417,7.384116067
73.458,6.891116067
73.5,9.950116067
73.542,10.0470134
73.583,11.00321073
73.625,9.20511073
73.667,8.17371073
73.708,10.9355134
73.75,16.90400807
73.792,1.1946214
73.833,11.53111073
73.875,10.64651073
73.917,11.44621073
73.958,9.1656134
74,10.0580134
74.042,8.8550134
74.083,6.292116067
74.125,6.253571467
74.167,8.8935014
74.208,10.79291073
74.25,9.6970134
74.292,10.1674688
74.333,9.1335014
74.375,3.377218733
74.417,8.8164688
74.458,7.436706733
74.5,6.253571467
74.542,1.563518733
74.583,14.01929607
74.625,3.697890633
74.667,9.735116067
74.708,6.330604067
74.75,6.253571467
74.792,8.6140134
74.833,2.899839967
74.875,4.918466533
74.917,10.6090134
74.958,3.487218733
75,2.690942633
75.042,6.254363867
75.083,5.936218733
75.125,6.828116067
75.167,3.537218733
75.208,3.971218733
75.25,8.351116067
75.292,1.1543214
75.333,6.695116067
75.375,4.056518733
75.417,7.487116067
75.458,3.578218733
75.5,4.492918733
75.542,4.777320333
75.583,4.204970833
75.625,5.517616067
75.667,9.08660433
75.708,4.452043233
75.75,-1.2335554
75.792,7.59112187
75.833,7.059620333
75.875,14.3404289
75.917,12.44883833
75.958,-39.0223606
76,4.6087152
76.042,4.614218733
76.083,-1.5416786
76.125,-0.142593067
76.167,2.060218733
76.208,2.587218733
76.25,8.154426333
76.292,1.1663214
76.333,5.126466533
76.375,4.643018733
76.417,2.0725882
76.458,4.246564933
76.5,2.2300214
76.542,5.245706733
76.583,5.370374133
76.625,3.593918733
76.667,0.9130214
76.708,15.66241247
76.75,-3.609001867
76.792,-13.24942003
76.833,4.985124067
76.875,6.9410214
76.917,7.112918733
76.958,-0.246081267
77,3.553918733
77.042,1.3270214
77.083,4.2370214
77.125,6.249918733
77.167,0.6610214
77.208,5.315711133
77.25,2.1948138
77.292,-0.5281862
77.333,12.9793051
77.375,5.063846
77.417,3.157733033
77.458,2.394110233
77.5,-1.8808599
77.542,2.707943067
77.583,13.72761693
77.625,-33.75402637
77.667,6.29895027
77.708,10.87081607
77.75,-10.6969786
77.792,-2.022875933
77.833,6.026918733
77.875,2.3480214
77.917,3.4620214
77.958,4.268918733
78,2.5000214
78.042,2.6020214
78.083,2.6510214
78.125,2.3120214
78.167,1.7460214
78.208,3.984918733
78.25,2.7724768
78.292,2.1510214
78.333,2.5040214
78.375,2.4870214
78.417,2.5882096
78.458,4.523918733
78.5,2.1170214
78.542,1.5677214
78.583,5.0324214
78.625,3.5985214
78.667,-2.6854786
78.708,14.534937
78.75,12.6763646
78.792,5.234553333
78.833,8.503664567
78.875,-25.65963363
78.917,-2.15402363
78.958,4.071918733
79,-5.461875933
79.042,-1.273875933
79.083,-0.1459786
79.125,6.553918733
79.167,6.775918733
79.208,0.901124067
79.25,0.091478467
79.292,1.772714967
79.333,1.432119167
79.375,1.443934833
79.417,8.8591953
79.458,2.173352967
79.5,5.847718733
79.542,3.6890764
79.583,-4.081129667
79.625,3.925443133
79.667,2.314443133
79.708,16.56027427
79.75,7.1969379
79.792,3.952553967
79.833,11.27780597
79.875,-28.56278773
79.917,1.05622177
79.958,-0.5282786
80,-2.4289786
80.042,-0.9909786
80.083,3.8707214
80.125,-1.141875933
80.167,8.287318733
80.208,5.1535214
80.25,1.3361214
80.292,-0.216081267
80.333,3.4508374
80.375,7.338332067
80.417,5.282950733
80.458,-3.784223733
80.5,1.7470694
80.542,2.9021694
80.583,8.329650733
80.625,6.518550733
80.667,-10.23369327
80.708,15.04602917
80.75,16.23030993
80.792,9.501922967
80.833,4.291720633
80.875,-23.88494663
80.917,-4.71754097
80.958,2.277918733
81,-2.0295232
81.042,-3.134875933
81.083,-2.498875933
81.125,10.82581607
81.167,0.852124067
81.208,1.5544214
81.25,3.940134733
81.292,1.4743835
81.333,1.417183
81.375,3.9393243
81.417,4.027827
81.458,1.521221
81.5,7.296578267
81.542,-6.1624746
81.583,6.546950733
81.625,3.952950733
81.667,27.066255
81.708,4.8681802
81.75,4.739801867
81.792,-0.6455174
81.833,6.544171967
81.875,-27.13629627
81.917,5.17671127
81.958,4.5377855
82,-13.60711183
82.042,1.3957495
82.083,1.4217855
82.125,2.0239937
82.167,-0.2132505
82.208,16.3744599
82.25,11.43855033
82.292,4.2220176
82.333,-19.40907907
82.375,-1.724869933
82.417,7.23810693
82.458,-3.303147833
82.5,-6.049384167
82.542,-0.607081267
82.583,2.5409214
82.625,-1.159987933
82.667,9.980671467
82.708,-1.188287933
82.75,22.9968004
82.792,5.6823687
82.833,-13.5817732
82.875,14.34829153
82.917,-20.5511443
82.958,3.290597233
83,5.964918733
83.042,-10.40987593
83.083,-1.456875933
83.125,1.2270214
83.167,2.2557855
83.208,4.482682833
83.25,0.574124067
83.292,1.1240214
83.333,2.6137855
83.375,2.0087855
83.417,2.9870214
83.458,2.5274105
83.5,3.5376425
83.542,1.7344694
83.583,2.4988694
83.625,2.7251694
83.667,5.558432067
83.708,17.67139893
83.75,9.945532233
83.792,2.060464533
83.833,5.5241922
83.875,-25.38246473
83.917,-1.40977143
83.958,1.2830214
84,-1.4139786
84.042,-3.078387933
84.083,6.825918733
84.125,2.9080214
84.167,-0.855111833
84.208,5.222035933
84.25,0.6707214
84.292,4.780718733
84.333,0.034541467
84.375,3.2986705
84.417,-1.339704633
84.458,13.7846242
84.5,-0.663000833
84.542,14.5456838
84.583,1.8128039
84.625,15.9750203
84.667,31.63447093
84.708,-9.31662143
84.75,-37.30692053
84.792,-9.008956167
84.833,-0.548409933
84.875,6.365531933
84.917,-2.2453654
84.958,3.8886346
85,4.5870694
85.042,4.0166346
85.083,-1.690611833
85.125,4.409182833
85.167,2.2082855
85.208,0.285388167
85.25,1.2513346
85.292,3.0586346
85.333,2.2385175
85.375,1.6562239
85.417,1.2904052
85.458,3.0687826
85.5,2.7587826
85.542,1.2597826
85.583,2.4537826
85.625,3.901001267
85.667,-1.4695174
85.708,16.02445063
85.75,4.91626873
85.792,7.369543533
85.833,9.335767033
85.875,-31.11952893
85.917,-5.39017423
85.958,4.2944346
86,-3.587562733
86.042,0.0638694
86.083,2.0354346
86.125,3.4267346
86.167,2.3814346
86.208,3.2992318
86.25,-1.246998733
86.292,3.548563933
86.333,-0.843563933
86.375,2.2757826
86.417,1.2897826
86.458,6.156563933
86.5,3.002623867
86.542,1.286171067
86.583,-1.823800633
86.625,4.662370233
86.667,1.183884
86.708,18.83189493
86.75,4.9790923
86.792,5.294336967
86.833,7.593350533
86.875,-31.17924387
86.917,-6.434029733
86.958,8.719954533
87,1.042159867
87.042,-5.8549428
87.083,-4.0774066
87.125,5.9314052
87.167,2.2574052
87.208,2.1384052
87.25,-0.356376133
87.292,2.5444052
87.333,3.8254052
87.375,3.0384052
87.417,2.0694052
87.458,0.561623867
87.5,-1.231376133
87.542,3.754623867
87.583,1.3374052
87.625,-0.6271898
87.667,0.004033233
87.708,19.19112463
87.75,10.74193283
87.792,8.222325833
87.833,5.7588423
87.875,-30.0007605
87.917,9.17955797
87.958,-2.9225948
88,-20.57037613
88.042,0.0747054
88.083,8.374886333
88.125,-1.372376133
88.167,2.5168481
88.208,-3.270157467
88.25,4.756186533
88.292,1.2897826
88.333,-1.231998733
88.375,-6.2562174
88.417,6.1460266
88.458,-21.42592407
88.5,31.90191517
88.542,-4.585257467
88.583,6.829335267
88.625,-6.053880067
88.667,-0.964536067
88.708,23.89437723
88.75,8.4691306
88.792,-0.8506874
88.833,12.49158993
88.875,-26.2391773
88.917,1.33433487
88.958,2.747852167
89,-10.59858007
89.042,0.438763933
89.083,-1.100798733
89.125,10.95054527
89.167,-4.600929167
89.208,-6.975929167
89.25,11.49075883
89.292,-8.684142733
89.333,12.46276393
89.375,1.4029826
89.417,-16.35379873
89.458,6.433980067
89.5,-4.817398733
89.542,8.0953939
89.583,1.2904052
89.625,29.9009695
89.667,6.008736233
89.708,5.505388767
89.75,-3.2808865
89.792,-0.520324433
89.833,2.6893662
89.875,-29.2373673
89.917,-1.57105133
89.958,3.6349826
90,-5.901798733
90.042,-5.495798733
90.083,5.8369826
90.125,6.5129826
90.167,2.2396335
90.208,-1.529147833
90.25,0.6519826
90.292,5.069763933
90.333,-1.090498733
90.375,4.9126335
90.417,3.3746335
90.458,-1.3699196
90.5,6.355118267
90.542,-1.184964133
90.583,6.380596133
90.625,3.5791766
90.667,1.3306478
90.708,17.2954603
90.75,10.13360583
90.792,3.123447433
90.833,0.145295
90.875,-20.9381532
90.917,-5.84485083
90.958,-2.018798733
91,-3.197798733
91.042,-2.4260174
91.083,2.9481708
91.125,5.1029826
91.167,3.3676335
91.208,0.9046335
91.25,-0.940798733
91.292,2.5179826
91.333,2.0376335
91.375,3.1596335
91.417,-1.164798733
91.458,2.4919826
91.5,4.3500444
91.542,2.6952174
91.583,0.1190826
91.625,15.7294871
91.667,11.29179583
91.708,-3.4837369
91.75,3.269566933
91.792,2.872635733
91.833,-3.1194816
91.875,-30.0397708
91.917,2.36952997
91.958,2.447674
92,-6.435262733
92.042,-3.627030733
92.083,5.784329133
92.125,0.056636067
92.167,2.3006335
92.208,2.4006335
92.25,-0.614610533
92.292,2.5119826
92.333,3.0249826
92.375,2.5499826
92.417,2.1129826
92.458,-0.004798733
92.5,1.4039826
92.542,3.924763933
92.583,-1.118798733
92.625,20.60513423
92.667,9.577315833
92.708,-3.3427632
92.75,-0.063710067
92.792,14.22457237
92.833,-32.573266
92.875,1.60433207
92.917,1.5478964
92.958,-7.110262733
93,-5.233262733
93.042,0.3526346
93.083,5.5276346
93.125,4.9288666
93.167,1.4876335
93.208,-2.448147833
93.25,1.5612098
93.292,2.0817837
93.333,2.6229826
93.375,2.8539826
93.417,1.6232098
93.458,-1.172591133
93.5,1.5985478
93.542,5.6796826
93.583,1.357428467
93.625,-0.762929333
93.667,-0.5232948
93.708,21.18759567
93.75,9.135298133
93.792,-4.5920136
93.833,4.5626567
93.875,-22.3779725
93.917,2.79592467
93.958,-4.996740033
94,-1.322759333
94.042,-2.9503665
94.083,3.4876335
94.125,5.0606335
94.167,-1.092147833
94.208,2.2326335
94.25,2.1706335
94.292,0.5326052
94.333,3.1186335
94.375,0.706852167
94.417,2.8246335
94.458,2.4996335
94.5,1.4535391
94.542,1.8541465
94.583,-0.486376133
94.625,2.5905934
94.667,1.290858
94.708,28.3569195
94.75,2.67298023
94.792,2.4824509
94.833,6.339391267
94.875,-28.73284313
94.917,-3.425618233
94.958,-5.682147833
95,-4.507147833
95.042,0.7056335
95.083,3.3217184
95.125,2.391022
95.167,2.103463667
95.208,9.768803333
95.25,-6.030536333
95.292,1.4036335
95.333,-3.450798733
95.375,8.224163933
95.417,1.4618174
95.458,-1.173398733
95.5,5.9263826
95.542,-1.182926533
95.583,2.414122
95.625,1.2472255
95.667,0.3975352
95.708,19.59333803
95.75,2.522564
95.792,0.155022033
95.833,0.8293547
95.875,-0.6348907
95.917,-12.37988913
95.958,13.93678137
96,-11.4309229
96.042,-4.641403233
96.083,-2.138290533
96.125,-1.3447312
96.167,4.903540033
96.208,-19.2931954
96.25,-1.323618067
96.292,7.184031933
96.333,-1.269574533
96.375,-4.012874533
96.417,-0.7224654
96.458,1.5455346
96.5,4.6976346
96.542,3.842531933
96.583,-16.46816007
96.625,1.4099444
96.667,11.8576448
96.708,-2.3907874
96.75,3.5408035
96.792,3.798070833
96.833,-1.2807326
96.875,-6.6433665
96.917,1.4036335
96.958,3.075852167
97,10.92885217
97.042,1.4036052
97.083,2.4306052
97.125,-7.757759333
97.167,1.429245
97.208,1.4036052
97.25,9.158852167
97.292,5.8026335
97.333,-0.3333665
97.375,2.750235
97.417,-5.314384567
97.458,17.3874828
97.5,-4.847775567
97.542,18.84589383
97.583,12.96102023
97.625,1.2867792
97.667,-3.488255433
97.708,-0.293198833
97.75,-16.39001607
97.792,-10.59919553
97.833,14.92832533
97.875,-34.51597453
97.917,0.57565997
97.958,8.0096619
98,-6.133273667
98.042,-5.037753933
98.083,4.608182833
98.125,5.6236619
98.167,-2.196235433
98.208,2.1899883
98.25,4.0158217
98.292,-1.669657633
98.333,1.4249717
98.375,4.321039
98.417,-1.824910533
98.458,2.7028217
98.5,1.3468217
98.542,1.9069826
98.583,2.524852167
98.625,1.1791898
98.667,16.65504363
98.708,14.0729639
98.75,-3.854076267
98.792,-1.782158633
98.833,5.9671379
98.875,-28.32004543
98.917,-2.09853113
98.958,-0.306423633
99,-3.629006833
99.042,-6.695000333
99.083,2.4702855
99.125,3.0804737
99.167,2.6762855
99.208,0.461388167
99.25,-2.146082267
99.292,3.5246155
99.333,4.3499604
99.375,2.3226507
99.417,-0.689204633
99.458,0.4597643
99.5,-0.698959233
99.542,1.4099444
99.583,6.7869826
99.625,-1.147098733
99.667,22.76063877
99.708,10.64056313
99.75,2.6731832
99.792,-6.96904437
99.833,7.4004134
99.875,-25.08817093
99.917,-6.57985673
99.958,-3.163762733
100,-4.277574533
100.042,0.8643228
100.083,-4.309574533
100.125,8.298031933
100.167,-0.677762733
100.208,4.7561346
100.25,-1.134574533
100.292,4.4251346
100.333,-2.536574533
100.375,6.315063933
100.417,-2.566798733
100.458,2.5479826
100.5,0.336201267
100.542,-0.211610533
100.583,2.9291708
100.625,1.706359
100.667,14.67930307
100.708,21.84386343
100.75,5.88144487
100.792,-10.03891307
100.833,-13.62186963
100.875,-26.395369
100.917,1.64755207
100.958,5.838237267
101,-0.445762733
101.042,0.660072067
101.083,-0.9711654
101.125,7.980431933
101.167,-0.614797533
101.208,-0.041527933
101.25,1.8866346
101.292,1.0928666
101.333,1.5419826
101.375,2.9695478
101.417,-0.245798733
101.458,1.7584174
101.5,-0.568798733
101.542,3.9289826
101.583,0.216201267
101.625,-1.7470174
101.667,21.96883567
101.708,10.76469657
101.75,-4.4194947
101.792,-3.417644467
101.833,12.0464843
101.875,-28.77315903
101.917,-3.44772903
101.958,1.783237267
102,-7.963762733
102.042,2.1281346
102.083,-2.964362733
102.125,5.2056421
102.167,2.4274153
102.208,0.052637267
102.25,1.2689346
102.292,3.4959346
102.333,1.8349346
102.375,-0.645798733
102.417,2.4142826
102.458,0.167201267
102.5,3.7054708
102.542,-5.8438732
102.583,6.105937767
102.625,36.20333237
102.667,6.90961297
102.708,-6.4633358
102.75,-5.687400767
102.792,-3.492948567
102.833,-0.6185961
102.875,-23.6854001
102.917,0.23826127
102.958,1.536929533
103,-0.965862733
103.042,-1.735162733
103.083,3.8445694
103.125,1.5801346
103.167,4.1628421
103.208,0.431716567
103.25,0.1115694
103.292,0.160237267
103.333,2.5944346
103.375,4.3352775
103.417,0.906237267
103.458,4.6350921
103.5,-0.858055233
103.542,8.618765
103.583,-2.549508933
103.625,-6.1861222
103.667,0.2401911
103.708,25.3241466
103.75,9.953671533
103.792,-4.658434367
103.833,15.57445987
103.875,-23.84192907
103.917,-15.48933393
103.958,-2.9029697
104,-1.515952567
104.042,0.4596232
104.083,-3.009612333
104.125,5.467739433
104.167,5.1895583
104.208,0.197774367
104.25,-0.063348533
104.292,4.4940024
104.333,-1.705121733
104.375,4.5450012
104.417,4.312867767
104.458,5.9988421
104.5,-3.6401579
104.542,0.740119667
104.583,-2.5922554
104.625,6.6082444
104.667,4.951319933
104.708,31.25872117
104.75,-48.74648013
104.792,-28.09337087
104.833,36.29748073
104.875,41.6213616
104.917,-30.03295353
104.958,7.03851527
105,6.0649807
105.042,-6.810288467
105.083,-1.267464367
105.125,0.7885271
105.167,5.543734533
105.208,2.816745767
105.25,1.2601697
105.292,2.8114543
105.333,-4.623623233
105.375,27.52807973
105.417,21.9136334
105.458,5.07663393
105.5,-2.0464492
105.542,-23.4351487
105.583,-7.89164573
105.625,-2.3847899
105.667,-5.791987233
105.708,2.33490743
105.75,-9.229484567
105.792,2.6600101
105.833,2.309623433
105.875,0.171739433
105.917,-6.959904567
105.958,3.541576767
106,4.348839433
106.042,1.6190581
106.083,0.104276767
106.125,5.4250581
106.167,2.5590581
106.208,-2.073723233
106.25,1.9520581
106.292,1.922276767
106.333,1.866576767
106.375,1.6580581
106.417,2.0560581
106.458,-0.1939419
106.5,1.8771244
106.542,-0.719117833
106.583,6.2702463
106.625,1.8342463
106.667,19.25839517
106.708,11.18243307
106.75,-1.913691433
106.792,-3.543153833
106.833,8.121245067
106.875,-26.45338293
106.917,-6.01426703
106.958,2.9913084
107,-9.836504567
107.042,3.0083581
107.083,0.7003581
107.125,5.3482635
107.167,0.126343067
107.208,2.5620581
107.25,3.1570581
107.292,-1.031723233
107.333,2.5430581
107.375,-0.161723233
107.417,3.0650581
107.458,1.8270581
107.5,2.9580581
107.542,3.6588581
107.583,0.100676767
107.625,2.4968581
107.667,-0.807923233
107.708,20.361062
107.75,13.67968523
107.792,-5.3047286
107.833,10.39991823
107.875,-25.2083796
107.917,-7.94995543
107.958,-1.804015733
108,-6.199015733
108.042,-2.643015733
108.083,3.6567373
108.125,8.200518633
108.167,-0.269015733
108.208,-1.379723233
108.25,3.5690581
108.292,-2.206723233
108.333,5.209839433
108.375,-0.694496833
108.417,4.0077656
108.458,1.8282184
108.5,2.759992267
108.542,-0.622515733
108.583,6.9971229
108.625,-1.202544033
108.667,21.8765896
108.708,10.68053473
108.75,3.568771133
108.792,-0.831823267
108.833,3.3278349
108.875,-34.7107538
108.917,-0.87734763
108.958,-1.551187233
109,-3.812187233
109.042,-3.560187233
109.083,0.1551475
109.125,5.2871244
109.167,4.5380581
109.208,0.076276767
109.25,2.0160581
109.292,2.4070581
109.333,3.6425439
109.375,1.7357656
109.417,5.452342767
109.458,0.004851133
109.5,-0.015429167
109.542,-3.380647833
109.583,2.546171
109.625,1.439433
109.667,19.80473487
109.708,11.44346413
109.75,-0.166338967
109.792,-1.5441986
109.833,1.961259433
109.875,-1.326640833
109.917,-35.31081493
109.958,-2.68486393
110,3.0636346
110.042,-5.394262733
110.083,-2.991262733
110.125,0.9513421
110.167,4.0823421
110.208,1.124632967
110.25,2.671443667
110.292,0.486128967
110.333,2.2859809
110.375,3.2943421
110.417,2.3523421
110.458,1.6789382
110.5,-1.350810233
110.542,12.96293967
110.583,23.53331613
110.625,-15.293353
110.667,-1.489948167
110.708,3.214183
110.75,-2.567175033
110.792,-3.754114933
110.833,-0.824380333
110.875,3.935787267
110.917,-16.81033653
110.958,0.85240227
111,5.6923421
111.042,-4.241593433
111.083,-1.814555233
111.125,1.9203421
111.167,2.1673421
111.208,3.4143421
111.25,0.437444767
111.292,3.1453421
111.333,0.9130496
111.375,-0.484912833
111.417,4.6439477
111.458,1.9528138
111.5,9.131866
111.542,-8.803767833
111.583,2.105902733
111.625,5.400766133
111.667,1.6155439
111.708,-1.000835167
111.75,20.36021503
111.792,14.40166337
111.833,5.8173768
111.875,-37.20445993
111.917,-1.67783973
111.958,6.207643333
112,-16.75545257
112.042,-3.577856467
112.083,0.310716767
112.125,5.139541033
112.167,-2.988707533
112.208,-2.698305767
112.25,4.7423475
112.292,1.924057633
112.333,-0.929423667
112.375,6.631502567
112.417,-2.603598
112.458,9.052901567
112.5,4.059570933
112.542,-0.4018704
112.583,26.03458607
112.625,7.14608057
112.667,3.447486233
112.708,4.139321533
112.75,-0.413133833
112.792,-0.1467932
112.833,9.056132467
112.875,-15.0852868
112.917,8.2761468
112.958,-36.55911313
113,-7.851945367
113.042,12.1871364
113.083,8.0881647
113.125,-4.1141462
113.167,2.811341733
113.208,-3.777112
113.25,1.771336633
113.292,15.24609613
113.333,-1.0934977
113.375,8.6796222
113.417,-1.402924
113.458,1.115093433
113.5,22.93595973
113.542,14.62235517
113.583,-4.085132667
113.625,-0.764417133
113.667,2.8694611
113.708,-19.33271097
113.75,-16.35480877
113.792,-1.712183667
113.833,1.997806767
113.875,-1.311185733
113.917,7.7807378
113.958,7.986370033
114,-0.8934299
114.042,-2.880878267
114.083,1.592836133
114.125,2.994489433
114.167,2.112093433
114.208,-1.0185207
114.25,2.0884994
114.292,4.241364233
114.333,1.903462933
114.375,3.865150033
114.417,5.790700033
114.458,-0.041942667
114.5,18.1064941
114.542,22.60866943
114.583,10.44663647
114.625,-18.40950517
114.667,-1.4520445
114.708,-27.85519983
114.75,-14.03256167
114.792,0.0592412
114.833,25.13794973
114.875,-35.3427728
114.917,15.685964
