"$Flow file for segment 109, flow allocation from historic 2016 WHI Run YC 08/14/2023",,,
",,,",,,
JDAY,WdamL,WdamU,Spill
47.625,0,5.746,0
47.667,0,5.746,0
47.708,0,5.746,0
47.750,0,5.746,0
47.792,0.018,5.712,0
47.833,0.896,4.85,0
47.875,1.543,4.203,0
47.917,2.666,3.096,0
47.958,2.73,3,0
48.000,2.805,2.925,0
48.042,2.868,2.878,0
48.083,2.777,2.969,0
48.125,3.671,2.075,0
48.167,3.705,2.041,0
48.208,2.874,2.872,0
48.250,3.648,2.098,0
48.292,2.978,2.768,0
48.333,3.053,2.693,0
48.375,3.144,2.602,0
48.417,2.213,3.533,0
48.458,2.204,3.542,0
48.500,2.073,3.673,0
48.542,1.889,3.857,0
48.583,1.709,4.037,0
48.625,1.461,4.269,0
48.667,0.513,5.249,0
48.708,0,5.746,0
48.750,0,5.746,0
48.792,0,5.746,0
48.833,0,5.746,0
48.875,0,5.714,0
48.917,0,5.746,0
48.958,0,5.746,0
49.000,0,5.746,0
49.042,0,5.746,0
49.083,0,5.746,0
49.125,0,5.746,0
49.167,0,5.746,0
49.208,0,5.746,0
49.250,0,5.746,0
49.292,0,5.73,0
49.333,0,5.762,0
49.375,0,5.746,0
49.417,0,5.73,0
49.458,0,5.762,0
49.500,0,5.73,0
49.542,0,5.746,0
49.583,0,5.746,0
49.625,0,5.698,0
49.667,0,5.746,0
49.708,0,5.746,0
49.750,0,5.746,0
49.792,0,5.746,0
49.833,0,5.746,0
49.875,0,5.746,0
49.917,0,5.746,0
49.958,0,5.746,0
50.000,0,5.746,0
50.042,0,5.746,0
50.083,0,5.746,0
50.125,0,5.746,0
50.167,0,5.746,0
50.208,0,5.746,0
50.250,0,5.746,0
50.292,0,5.746,0
50.333,0,5.746,0
50.375,0,5.746,0
50.417,0,5.746,0
50.458,0,5.746,0
50.500,0,5.714,0
50.542,0,5.746,0
50.583,0,5.746,0
50.625,0,5.746,0
50.667,0,5.73,0
50.708,0,5.762,0
50.750,0,5.746,0
50.792,0,5.746,0
50.833,0,5.73,0
50.875,0,5.746,0
50.917,0,5.762,0
50.958,0,5.746,0
51.000,0,5.746,0
51.042,0,5.73,0
51.083,1.338,4.408,0
51.125,2.227,3.519,0
51.167,1.901,3.861,0
51.208,0.839,4.907,0
51.250,0.14,5.574,0
51.292,0,5.746,0
51.333,0,5.746,0
51.375,0.314,5.432,0
51.417,1.06,4.67,0
51.458,1.447,4.315,0
51.500,0.771,4.975,0
51.542,0,5.73,0
51.583,0,5.746,0
51.625,0,5.746,0
51.667,0,5.746,0
51.708,0,5.762,0
51.750,0,5.73,0
51.792,0,5.746,0
51.833,0,5.746,0
51.875,0,5.746,0
51.917,0,5.746,0
51.958,0,5.746,0
52.000,0,5.746,0
52.042,0,5.746,0
52.083,0,5.714,0
52.125,0,5.746,0
52.167,0,5.746,0
52.208,0,5.746,0
52.250,0,5.746,0
52.292,0,5.746,0
52.333,0,5.746,0
52.375,0,5.73,0
52.417,0,5.746,0
52.458,0,5.746,0
52.500,0,5.746,0
52.542,0,5.762,0
52.583,0,5.73,0
52.625,0,5.746,0
52.667,0,5.746,0
52.708,0,5.746,0
52.750,0,5.746,0
52.792,0,5.746,0
52.833,0,5.746,0
52.875,0,5.714,0
52.917,0,5.746,0
52.958,0,5.746,0
53.000,0,5.746,0
53.042,0,5.746,0
53.083,0,5.746,0
53.125,0,5.746,0
53.167,0,5.746,0
53.208,0,5.746,0
53.250,0,5.746,0
53.292,0,5.73,0
53.333,0,5.746,0
53.375,0,5.746,0
53.417,0,5.746,0
53.458,0,5.746,0
53.500,0,5.746,0
53.542,0,5.746,0
53.583,0,5.73,0
53.625,0,5.746,0
53.667,0,5.73,0
53.708,0,5.746,0
53.750,0,5.746,0
53.792,0,5.746,0
53.833,0,5.746,0
53.875,0,5.746,0
53.917,0,5.73,0
53.958,0,5.762,0
54.000,0,5.746,0
54.042,0,5.746,0
54.083,0,5.73,0
54.125,0,5.762,0
54.167,0,5.73,0
54.208,0,5.746,0
54.250,0,5.746,0
54.292,0,5.746,0
54.333,0,5.746,0
54.375,0,5.746,0
54.417,0,5.746,0
54.458,0,5.746,0
54.500,0,5.73,0
54.542,0,5.746,0
54.583,0,5.746,0
54.625,0,5.746,0
54.667,0,5.746,0
54.708,0,5.746,0
54.750,0,5.746,0
54.792,0,5.746,0
54.833,0,5.746,0
54.875,0,5.746,0
54.917,0,5.746,0
54.958,0,5.746,0
55.000,0,5.746,0
55.042,0,5.746,0
55.083,0,5.746,0
55.125,0,5.73,0
55.167,0,5.746,0
55.208,0,5.746,0
55.250,0,5.746,0
55.292,0,5.746,0
55.333,0,5.762,0
55.375,0,5.698,0
55.417,0,5.73,0
55.458,0,5.762,0
55.500,0,5.746,0
55.542,0,5.73,0
55.583,0,5.762,0
55.625,0,5.746,0
55.667,0,5.73,0
55.708,0,5.746,0
55.750,0,5.746,0
55.792,0,5.746,0
55.833,0,5.746,0
55.875,0,5.746,0
55.917,0,5.746,0
55.958,0,5.746,0
56.000,0,5.746,0
56.042,0,5.746,0
56.083,0,5.746,0
56.125,0,5.746,0
56.167,0,5.73,0
56.208,0,5.762,0
56.250,0,5.73,0
56.292,0,5.714,0
56.333,0,5.746,0
56.375,0,5.746,0
56.417,0,5.746,0
56.458,0,5.746,0
56.500,0,5.746,0
56.542,0,5.746,0
56.583,0,5.746,0
56.625,0,5.746,0
56.667,0,5.746,0
56.708,0,5.746,0
56.750,0,5.746,0
56.792,0,5.73,0
56.833,0,5.762,0
56.875,0,5.746,0
56.917,0,5.73,0
56.958,0,5.746,0
57.000,0,5.746,0
57.042,0,5.762,0
57.083,0,5.746,0
57.125,0,5.73,0
57.167,0,5.746,0
57.208,0,5.746,0
57.250,0,5.746,0
57.292,0,5.746,0
57.333,0,5.746,0
57.375,0,5.746,0
57.417,0,5.746,0
57.458,0,5.746,0
57.500,0,5.746,0
57.542,0,5.746,0
57.583,0,5.746,0
57.625,0,5.73,0
57.667,0,5.746,0
57.708,0,5.746,0
57.750,0,5.762,0
57.792,0,5.73,0
57.833,0,5.746,0
57.875,0,5.746,0
57.917,0,5.746,0
57.958,0,5.746,0
58.000,0,5.746,0
58.042,0,5.746,0
58.083,0,5.714,0
58.125,0,5.746,0
58.167,0,5.746,0
58.208,0,5.746,0
58.250,0,5.746,0
58.292,0,5.73,0
58.333,0,5.73,0
58.375,0,5.762,0
58.417,0,5.73,0
58.458,0,5.746,0
58.500,0,5.762,0
58.542,0,5.746,0
58.583,0,5.73,0
58.625,0,5.746,0
58.667,0,5.746,0
58.708,0,5.746,0
58.750,0,5.746,0
58.792,0,5.746,0
58.833,0,5.746,0
58.875,0,5.746,0
58.917,0,5.746,0
58.958,0,5.746,0
59.000,0,5.746,0
59.042,0,5.746,0
59.083,0,5.746,0
59.125,0,5.73,0
59.167,0,5.762,0
59.208,0,5.746,0
59.250,0,5.746,0
59.292,0,5.746,0
59.333,0,5.73,0
59.375,0,5.746,0
59.417,0,5.746,0
59.458,0,5.762,0
59.500,0,5.73,0
59.542,0,5.746,0
59.583,0,5.746,0
59.625,0,5.746,0
59.667,0,5.746,0
59.708,0,5.746,0
59.750,0,5.746,0
59.792,0,5.746,0
59.833,0,5.73,0
59.875,0,5.762,0
59.917,0,5.746,0
59.958,0,5.73,0
60.000,0,5.762,0
60.042,0,5.73,0
60.083,0,5.746,0
60.125,0,5.746,0
60.167,0,5.762,0
60.208,0,5.73,0
60.250,0,5.746,0
60.292,0,5.746,0
60.333,0,5.746,0
60.375,0,5.746,0
60.417,0,5.746,0
60.458,0,5.746,0
60.500,0,5.746,0
60.542,0,5.746,0
60.583,0,5.746,0
60.625,0,5.73,0
60.667,0,5.746,0
60.708,0,5.746,0
60.750,0,5.746,0
60.792,0,5.746,0
60.833,0,5.746,0
60.875,0,5.746,0
60.917,0,5.746,0
60.958,0,5.746,0
61.000,0,5.746,0
61.042,0,5.73,0
61.083,0,5.746,0
61.125,0,5.762,0
61.167,0,5.73,0
61.208,0,5.746,0
61.250,0,5.746,0
61.292,0,5.73,0
61.333,0,5.746,0
61.375,0,5.746,0
61.417,0,5.712,0
61.458,0,5.712,0
61.500,0,5.712,0
61.542,0,5.712,0
61.583,0,5.712,0
61.625,0,5.742,0
61.667,0,5.746,0
61.708,0,4.948,0
61.750,0,5.746,0
61.792,0,5.746,0
61.833,0,5.746,0
61.875,0,5.746,0
61.917,0,5.746,0
61.958,0,5.746,0
62.000,0,5.746,0
62.042,0,5.746,0
62.083,0,5.746,0
62.125,0,5.746,0
62.167,0,5.73,0
62.208,0,5.762,0
62.250,0,5.746,0
62.292,0,5.73,0
62.333,0,5.762,0
62.375,0,5.746,0
62.417,0,5.73,0
62.458,0,5.762,0
62.500,0,5.73,0
62.542,0,5.762,0
62.583,0,5.73,0
62.625,0,5.762,0
62.667,0,5.73,0
62.708,0,5.746,0
62.750,0,5.746,0
62.792,0,5.746,0
62.833,0,5.762,0
62.875,0,5.73,0
62.917,0,5.746,0
62.958,0,5.746,0
63.000,0,5.746,0
63.042,0,5.746,0
63.083,0,5.746,0
63.125,0,5.746,0
63.167,0,5.746,0
63.208,0,5.746,0
63.250,0,5.746,0
63.292,0,5.746,0
63.333,0,5.746,0
63.375,0,5.746,0
63.417,0,5.746,0
63.458,0,5.746,0
63.500,0,5.746,0
63.542,0,5.746,0
63.583,0,5.746,0
63.625,0,5.746,0
63.667,0,5.746,0
63.708,0,5.746,0
63.750,0,5.746,0
63.792,0,5.746,0
63.833,0,5.746,0
63.875,0,5.746,0
63.917,0,5.746,0
63.958,0,5.746,0
64.000,0,5.746,0
64.042,0,5.746,0
64.083,0,5.73,0
64.125,0,5.762,0
64.167,0,5.73,0
64.208,0,5.762,0
64.250,0,5.746,0
64.292,0,5.73,0
64.333,0,5.762,0
64.375,0,5.73,0
64.417,0,5.762,0
64.458,0,5.73,0
64.500,0,5.746,0
64.542,0,5.746,0
64.583,0,5.746,0
64.625,0,5.746,0
64.667,0,5.746,0
64.708,0,5.746,0
64.750,0,5.746,0
64.792,0,5.746,0
64.833,0,5.746,0
64.875,0,5.746,0
64.917,0,5.746,0
64.958,0,5.746,0
65.000,0,5.746,0
65.042,0,5.746,0
65.083,0,5.746,0
65.125,0,5.746,0
65.167,0,5.746,0
65.208,0,5.746,0
65.250,0,5.746,0
65.292,0,5.746,0
65.333,0,5.746,0
65.375,0,5.746,0
65.417,0,5.746,0
65.458,0,5.746,0
65.500,0,5.746,0
65.542,0,5.746,0
65.583,0,5.746,0
65.625,0,5.746,0
65.667,0,5.746,0
65.708,0,5.746,0
65.750,0,5.746,0
65.792,0,5.746,0
65.833,0,5.746,0
65.875,0,5.746,0
65.917,0,5.73,0
65.958,0,5.762,0
66.000,0,5.73,0
66.042,0,5.762,0
66.083,0,5.73,0
66.125,0,5.762,0
66.167,0,5.73,0
66.208,0,5.746,0
66.250,0,5.762,0
66.292,0,5.73,0
66.333,0,5.746,0
66.375,0,5.746,0
66.417,0.606,5.14,0
66.458,0,5.746,0
66.500,0,5.746,0
66.542,0,5.746,0
66.583,0,5.746,0
66.625,1.227,4.519,0
66.667,1.601,4.145,0
66.708,0.148,5.598,0
66.750,0,5.746,0
66.792,0,5.746,0
66.833,0,5.746,0
66.875,0,5.746,0
66.917,0,5.746,0
66.958,0,5.746,0
67.000,0,5.746,0
67.042,0,5.746,0
67.083,0,5.746,0
67.125,0,5.746,0
67.167,0,5.746,0
67.208,0,5.746,0
67.250,0,5.746,0
67.292,0,5.746,0
67.333,0,5.746,0
67.375,0,5.746,0
67.417,0,5.746,0
67.458,0,5.746,0
67.500,0.223,5.523,0
67.542,0.732,5.014,0
67.583,1.434,4.312,0
67.625,1.488,4.258,0
67.667,0.884,4.862,0
67.708,0,5.73,0
67.750,0,5.762,0
67.792,0.151,5.595,0
67.833,0.198,5.548,0
67.875,0,5.746,0
67.917,0,5.73,0
67.958,0,5.762,0
68.000,0,5.746,0
68.042,0,5.746,0
68.083,0,5.746,0
68.125,0,5.73,0
68.167,0,5.762,0
68.208,0,5.73,0
68.250,0,5.762,0
68.292,0,5.73,0
68.333,0,5.762,0
68.375,0,5.73,0
68.417,0,5.746,0
68.458,0,5.754,0
68.500,0,5.692,0
68.542,0,5.694,0
68.583,0,5.696,0
68.625,0,5.694,0
68.667,0,5.692,0
68.708,0,5.692,0
68.750,0,5.692,0
68.792,0,5.688,0
68.833,0,5.69,0
68.875,0,5.694,0
68.917,0,5.69,0
68.958,0,5.694,0
69.000,0,5.696,0
69.042,0,5.696,0
69.083,0,5.698,0
69.125,0,5.696,0
69.167,0,5.696,0
69.208,0,5.7,0
69.250,0,5.7,0
69.292,0.186,5.518,0
69.333,0.417,5.287,0
69.375,0.586,5.12,0
69.417,0.65,5.058,0
69.458,0.673,5.033,0
69.500,0.695,5.013,0
69.542,0.716,4.988,0
69.583,0.771,4.935,0
69.625,0.896,4.808,0
69.667,0.661,5.039,0
69.708,0.746,4.966,0
69.750,1.227,4.485,0
69.792,1.034,4.662,0
69.833,1.039,4.643,0
69.875,1.062,4.648,0
69.917,1.286,4.406,0
69.958,1.162,4.51,0
70.000,0,5.704,0
70.042,0,5.674,0
70.083,0,5.688,0
70.125,0,5.704,0
70.167,0,5.672,0
70.208,0,5.704,0
70.250,0,5.688,0
70.292,0,5.672,0
70.333,0,5.688,0
70.375,0,5.688,0
70.417,0,5.688,0
70.458,0,5.688,0
70.500,0,5.688,0
70.542,0,5.688,0
70.583,0,5.688,0
70.625,0,5.688,0
70.667,0,5.688,0
70.708,0,5.688,0
70.750,0,5.688,0
70.792,0,5.688,0
70.833,0,5.688,0
70.875,0,5.688,0
70.917,0,5.688,0
70.958,0,5.688,0
71.000,1.465,4.223,0
71.042,4.352,1.336,0
71.083,4.473,1.215,0
71.125,3.235,2.453,0
71.167,2.697,2.991,0
71.208,2.871,2.817,0
71.250,3.44,2.248,0
71.292,3.288,2.4,0
71.333,3.263,2.425,0
71.375,2.08,3.608,0
71.417,1.727,3.961,0
71.458,1.784,3.904,0
71.500,1.806,3.9,0
71.542,1.915,3.791,0
71.583,2.017,3.671,0
71.625,1.582,4.106,0
71.667,1.379,4.309,0
71.708,1.077,4.611,0
71.750,0.514,5.158,0
71.792,0.156,5.548,0
71.833,0,5.672,0
71.875,0,5.688,0
71.917,0,5.704,0
71.958,0,5.674,0
72.000,0,5.688,0
72.042,0,5.692,0
72.083,0,5.692,0
72.125,0,5.698,0
72.167,0,5.698,0
72.208,0,5.696,0
72.250,0,5.702,0
72.292,0,5.698,0
72.333,0,5.698,0
72.375,0,5.706,0
72.417,0,5.702,0
72.458,0,5.706,0
72.500,0,5.708,0
72.542,0,5.704,0
72.583,0,5.704,0
72.625,0,5.706,0
72.667,0,5.702,0
72.708,0,5.7,0
72.750,0,5.7,0
72.792,0,5.7,0
72.833,0,5.702,0
72.875,0,5.702,0
72.917,0,5.7,0
72.958,0,5.704,0
73.000,0.162,5.542,0
73.042,0.114,5.59,0
73.083,0.299,5.405,0
73.125,0.424,5.272,0
73.167,0.51,5.198,0
73.208,0.519,5.191,0
73.250,0.388,5.304,0
73.292,0,5.72,0
73.333,0,5.706,0
73.375,0,5.686,0
73.417,0,5.722,0
73.458,0,5.686,0
73.500,0,5.71,0
73.542,0,5.698,0
73.583,0,5.676,0
73.625,0,5.69,0
73.667,0,5.706,0
73.708,0,5.674,0
73.750,0,5.704,0
73.792,0,5.672,0
73.833,0,5.688,0
73.875,0,5.688,0
73.917,0,5.688,0
73.958,1.83,3.864,0.045
74.000,3.446,2.248,1.486
74.042,5.297,0.403,3.665
74.083,5.704,0,5.73
74.125,5.714,0,7.442
74.167,0,5.718,9.066
74.208,0.099,5.619,10.597
74.250,0,5.722,12.697
74.292,0,5.722,15.249
74.333,0,5.724,17.59
74.375,0,5.724,19.962
74.417,0,5.72,21.854
74.458,0,5.712,23.334
74.500,0.646,5.058,24.596
74.542,1.486,4.218,26.088
74.583,2.026,3.666,27.25
74.625,0,5.69,28.178
74.667,0,5.688,28.937
74.708,0,5.688,29.587
74.750,0,5.688,30.321
74.792,0,5.688,31.087
74.833,0,5.688,31.676
74.875,0,5.688,32.2
74.917,0,5.688,32.508
74.958,0.94,4.748,33.028
75.000,1.478,4.21,33.529
75.042,1.411,4.281,34.114
75.083,1.455,4.243,34.402
75.125,1.349,4.351,34.65
75.167,1.124,4.578,35.109
75.208,0,5.694,35.32
75.250,0,5.724,35.516
75.292,0,5.704,35.11
75.333,0,5.694,34.343
75.375,0,5.73,33.931
75.417,0,5.706,33.147
75.458,0,5.688,32.385
75.500,0,5.71,32.004
75.542,0,5.688,31.259
75.583,0,5.672,30.441
75.625,0,5.69,29.986
75.667,0,5.706,29.498
75.708,0,5.672,28.697
75.750,0,5.69,28.184
75.792,0,5.69,27.66
75.833,0,5.69,27.02
75.875,0,5.69,26.372
75.917,0,5.688,25.804
75.958,0,5.688,25.346
76.000,0,5.688,24.818
76.042,0,5.688,24.397
76.083,0,5.688,24.064
76.125,0,5.688,23.849
76.167,0,5.688,23.362
76.208,0,5.688,22.844
76.250,0,5.688,22.317
76.292,0,5.688,21.553
76.333,0,5.688,20.896
76.375,0,5.688,20.103
76.417,0,5.688,19.312
76.458,0,5.688,18.453
76.500,0,5.688,17.848
76.542,0,5.688,17.17
76.583,0,5.688,16.411
76.625,0,5.688,15.867
76.667,0,5.65,15.271
76.708,0,5.642,14.356
76.750,0,5.642,13.613
76.792,0,5.642,13
76.833,0,5.624,12.383
76.875,0,5.656,11.846
76.917,0,5.642,11.348
76.958,0,5.642,10.913
77.000,0,5.642,10.568
77.042,0,5.626,10.206
77.083,0,5.656,9.891
77.125,0,5.642,9.43
77.167,0,5.642,8.965
77.208,0,5.64,8.54
77.250,0.192,5.432,8.112
77.292,0,5.64,7.784
77.333,0,5.64,7.315
77.375,0.206,5.45,6.92
77.417,0.58,5.044,6.489
77.458,0,5.638,6.116
77.500,0,5.64,5.729
77.542,0,5.656,5.309
77.583,0,5.626,4.743
77.625,0.865,4.777,4.36
77.667,0.402,5.24,3.966
77.708,2.759,2.883,3.558
77.750,2.265,3.377,3.208
77.792,2.393,3.249,2.893
77.833,2.448,3.194,2.484
77.875,2.933,2.709,1.981
77.917,2.992,2.65,1.575
77.958,4.228,1.414,1.173
78.000,4.219,1.423,0.791
78.042,4.222,1.42,0.431
78.083,4.25,1.392,0.079
78.125,4.91,0.732,0
78.167,4.365,1.277,0
78.208,5.093,0.547,0
78.250,5.101,0.535,0
78.292,5.05,0.586,0
78.333,4.962,0.658,0
78.375,5.009,0.643,0
78.417,4.421,1.215,0
78.458,3.649,1.975,0
78.500,3.249,2.407,0
78.542,3.242,2.4,0
78.583,3.27,2.356,0
78.625,3.846,1.796,0
78.667,4.767,0.875,0
78.708,5.463,0.193,0
78.750,5.585,0.041,0
78.792,5.642,0,0
78.833,5.656,0,0
78.875,5.642,0,0
78.917,5.626,0,0
78.958,5.642,0,0
79.000,5.642,0,0
79.042,5.642,0,0
79.083,5.642,0,0
79.125,5.642,0,0
79.167,5.642,0,0
79.208,5.578,0.064,0
79.250,5.64,0,0
79.292,5.64,0,0
79.333,5.642,0,0
79.375,5.524,0.118,0
79.417,5.199,0.443,0
79.458,5.304,0.338,0
79.500,4.785,0.857,0
79.542,4.77,0.872,0
79.583,4.717,0.925,0
79.625,5.217,0.425,0
79.667,5.202,0.44,0
79.708,5.596,0.046,0
79.750,5.591,0.051,0
79.792,5.567,0.075,0
79.833,5.615,0.027,0
79.875,5.634,0.008,0
79.917,5.642,0,0
79.958,5.642,0,0
80.000,5.642,0,0
80.042,5.642,0,0
80.083,5.642,0,0
80.125,5.642,0,0
80.167,5.642,0,0
80.208,5.642,0,0
80.250,5.642,0,0
80.292,5.642,0,0
80.333,5.642,0,0
80.375,5.642,0,0
80.417,5.642,0,0
80.458,5.642,0,0
80.500,5.642,0,0
80.542,5.642,0,0
80.583,5.626,0,0
80.625,5.656,0,0
80.667,5.626,0,0
80.708,5.642,0,0
80.750,5.656,0,0
80.792,5.626,0,0
80.833,5.642,0,0
80.875,5.654,0,0
80.917,5.622,0,0
80.958,5.638,0,0
81.000,5.636,0,0
81.042,5.636,0,0
81.083,5.636,0,0
81.125,5.636,0,0
81.167,4.294,1.342,0
81.208,5.557,0.079,0
81.250,5.636,0,0
81.292,5.636,0,0
81.333,5.636,0,0
81.375,5.636,0,0
81.417,5.636,0,0
81.458,5.636,0,0
81.500,5.636,0,0
81.542,5.636,0,0
81.583,5.332,0.304,0
81.625,5.636,0,0
81.667,5.636,0,0
81.708,5.636,0,0
81.750,5.636,0,0
81.792,5.636,0,0
81.833,5.448,0.188,0
81.875,5.524,0.112,0
81.917,5.034,0.602,0
81.958,1.603,4.033,0
82.000,1.493,4.143,0
82.042,0.808,4.828,0
82.083,1.507,4.131,0
82.125,2.373,3.265,0
82.167,3.756,1.886,0
82.208,5.249,0.379,0
82.250,5.269,0.379,0
82.292,5.641,0.023,0
82.333,5.294,0.362,0
82.375,5.634,0,0
82.417,4.94,0.71,0
82.458,4.595,1.045,0
82.500,4.563,1.089,0
82.542,4.394,1.226,0
82.583,4.649,0.987,0
82.625,4.593,1.043,0
82.667,5.15,0.502,0
82.708,5.141,0.479,0
82.750,5.607,0.029,0
82.792,5.623,0.013,0
82.833,5.636,0,0
82.875,5.636,0,0
82.917,5.266,0.37,0
82.958,5.265,0.371,0
83.000,4.557,1.079,0
83.042,5.194,0.442,0
83.083,4.525,1.111,0
83.125,4.114,1.522,0
83.167,4.126,1.51,0
83.208,4.137,1.499,0
83.250,4.148,1.488,0
83.292,4.144,1.476,0
83.333,4.157,1.485,0
83.375,4.165,1.481,0
83.417,2.951,2.715,0
83.458,2.94,2.734,0
83.500,1.136,4.518,0
83.542,0.971,4.673,0
83.583,1.264,4.38,0
83.625,2.124,3.522,0
83.667,2.53,3.116,0
83.708,3.201,2.429,0
83.750,2.722,2.94,0
83.792,3.874,1.772,0
83.833,4.64,1.006,0
83.875,5.63,0,0
83.917,5.199,0.447,0
83.958,5.262,0.4,0
84.000,5.295,0.351,0
84.042,5.315,0.315,0
84.083,4.881,0.781,0
84.125,5.365,0.281,0
84.167,5.361,0.269,0
84.208,5.646,0,0
84.250,5.662,0,0
84.292,5.63,0,0
84.333,5.646,0,0
84.375,5.382,0.27,0
84.417,4.261,1.419,0
84.458,3.735,1.947,0
84.500,3.73,1.952,0
84.542,3.713,1.969,0
84.583,3.71,1.972,0
84.625,3.727,1.955,0
84.667,4.214,1.468,0
84.708,4.888,0.794,0
84.750,5.378,0.304,0
84.792,5.403,0.279,0
84.833,5.428,0.254,0
84.875,5.458,0.224,0
84.917,5.488,0.194,0
84.958,5.116,0.566,0
85.000,5.139,0.543,0
85.042,5.565,0.117,0
85.083,5.178,0.504,0
85.125,5.183,0.499,0
85.167,5.595,0.087,0
85.208,5.182,0.5,0
85.250,5.182,0.5,0
85.292,5.178,0.504,0
85.333,5.185,0.497,0
85.375,4.586,1.096,0
85.417,3.278,2.404,0
85.458,1.878,3.804,0
85.500,2.259,3.407,0
85.542,2.283,3.415,0
85.583,2.705,2.977,0
85.625,2.675,2.991,0
85.667,2.67,3.028,0
85.708,3.548,2.118,0
85.750,5.18,0.518,0
85.792,5.162,0.52,0
85.833,5.15,0.516,0
85.875,5.18,0.518,0
85.917,3.483,2.183,0
85.958,4.554,1.128,0
86.000,4.56,1.122,0
86.042,4.073,1.609,0
86.083,4.024,1.658,0
86.125,4.462,1.22,0
86.167,3.932,1.75,0
86.208,4.454,1.228,0
86.250,5.235,0.447,0
86.292,5.28,0.402,0
86.333,5.303,0.379,0
86.375,5.324,0.358,0
86.417,3.428,2.254,0
86.458,3.036,2.646,0
86.500,3.06,2.622,0
86.542,2.618,3.064,0
86.583,2.573,3.109,0
86.625,3.056,2.626,0
86.667,3.071,2.611,0
86.708,3.622,2.06,0
86.750,3.705,1.977,0
86.792,4.823,0.859,0
86.833,4.857,0.825,0
86.875,4.865,0.817,0
86.917,5.593,0.089,0
86.958,4.862,0.82,0
87.000,4.408,1.274,0
87.042,4.378,1.304,0
87.083,4.358,1.324,0
87.125,3.683,1.999,0
87.167,3.697,1.985,0
87.208,3.329,2.337,0
87.250,3.703,1.995,0
87.292,3.695,1.971,0
87.333,3.731,1.967,0
87.375,3.357,2.309,0
87.417,2.7,2.998,0
87.458,1.008,4.658,0
87.500,1.424,4.258,0
87.542,2.379,3.319,0
87.583,1.951,3.715,0
87.625,1.577,4.121,0
87.667,2.455,3.211,0
87.708,3.502,2.18,0
87.750,4.045,1.637,0
87.792,4.099,1.583,0
87.833,3.658,2.024,0
87.875,3.183,2.499,0
87.917,2.4,3.282,0
87.958,0.1,5.582,0
88.000,0,5.682,0
88.042,0,5.682,0
88.083,0,5.682,0
88.125,0,5.682,0
88.167,0,5.682,0
88.208,0,5.682,0
88.250,0,5.682,0
88.292,0,5.682,0
88.333,0,5.682,0
88.375,0.063,5.619,0
88.417,0.645,5.037,0
88.458,0.988,4.694,0
88.500,0.631,5.051,0
88.542,0.671,5.011,0
88.583,0.984,4.696,0
88.625,0.48,5.168,0
88.667,1.008,4.638,0
88.708,0.687,4.959,0
88.750,0.48,5.166,0
88.792,0.395,5.251,0
88.833,0.843,4.803,0
88.875,1.081,4.565,0
88.917,3.077,2.569,0
88.958,3.672,1.974,0
89.000,3.052,2.594,0
89.042,3.659,1.987,0
89.083,3.058,2.588,0
89.125,3.024,2.606,0
89.167,2.565,3.097,0
89.208,2.585,3.059,0
89.250,2.136,3.506,0
89.292,2.213,3.429,0
89.333,1.07,4.556,0
89.375,0.783,4.875,0
89.417,0.314,5.316,0
89.458,0,5.662,0
89.500,0.605,5.041,0
89.542,2.294,3.336,0
89.583,2.455,3.207,0
89.625,2.056,3.574,0
89.667,2.441,3.221,0
89.708,2.845,2.785,0
89.750,3.388,2.258,0
89.792,3.833,1.829,0
89.833,3.853,1.777,0
89.875,3.865,1.781,0
89.917,4.339,1.307,0
89.958,3.836,1.81,0
90.000,3.474,2.172,0
90.042,3.436,2.21,0
90.083,2.94,2.706,0
90.125,3.343,2.303,0
90.167,3.312,2.334,0
90.208,2.807,2.839,0
90.250,2.709,2.937,0
90.292,2.21,3.434,0
90.333,1.334,4.308,0
90.375,0.826,4.816,0
90.417,0,5.646,0
90.458,0,5.646,0
90.500,0,5.646,0
90.542,0,5.646,0
90.583,0.15,5.496,0
90.625,0.146,5.5,0
90.667,0.867,4.779,0
90.708,1.315,4.331,0
90.750,1.983,3.663,0
90.792,2.278,3.368,0
90.833,2.306,3.34,0
90.875,2.272,3.374,0
90.917,1.956,3.69,0
90.958,1.88,3.766,0
91.000,1.837,3.809,0
91.042,1.849,3.797,0
91.083,1.903,3.743,0
91.125,1.953,3.693,0
91.167,1.989,3.657,0
91.208,1.308,4.338,0
91.250,1.29,4.354,0
91.292,1.306,4.338,0
91.333,0.902,4.744,0
91.375,0.809,4.837,0
91.417,0,5.646,0
91.458,0,5.646,0
91.500,0,5.646,0
91.542,0,5.646,0
91.583,0,5.63,0
91.625,0.059,5.603,0
91.667,1.29,4.356,0
91.708,1.806,3.84,0
91.750,1.873,3.773,0
91.792,2.384,3.262,0
91.833,2.439,3.207,0
91.875,2.498,3.132,0
91.917,3.497,2.149,0
91.958,3.035,2.611,0
92.000,3.059,2.587,0
92.042,2.664,2.998,0
92.083,2.202,3.444,0
92.125,1.811,3.835,0
92.167,1.812,3.818,0
92.208,1.831,3.831,0
92.250,1.842,3.804,0
92.292,2.219,3.411,0
92.333,1.82,3.826,0
92.375,1.019,4.627,0
92.417,0.063,5.583,0
92.458,0,5.646,0
92.500,0,5.646,0
92.542,0,5.646,0
92.583,0,5.646,0
92.625,0.813,4.833,0
