$Combined output for files: 1, 2

JDAY,Flow,Flow
83.042,0.0311485,0.0000000
83.083,0.0311485,0.0000000
83.125,0.0311485,0.0000000
83.167,0.0311485,0.0000000
83.208,0.0311485,0.0000000
83.250,0.0311485,0.0000000
83.292,0.0311485,0.0000000
83.333,0.0311485,0.0000000
83.375,0.0311485,0.0000000
83.417,0.0311485,0.0000000
83.458,0.0311485,0.0000000
83.500,0.0311485,0.0000000
83.542,0.0311485,0.0000000
83.583,0.0311485,0.0000000
83.625,0.0311485,0.0000000
83.667,0.0311485,0.0000000
83.708,3.0374348,0.0000000
83.750,37.7835915,0.0000000
83.792,39.0914344,0.0000000
83.833,39.1273697,0.0000000
83.875,37.5954566,0.0000000
83.917,2.9356357,0.0000000
83.958,0.0311485,0.0000000
84.000,0.0311485,0.0000000
84.042,0.0311485,0.0000000
84.083,0.0311485,0.0000000
84.125,0.0311485,0.0000000
84.167,0.0311485,0.0000000
84.208,0.0311485,0.0000000
84.250,0.0311485,0.0000000
84.292,0.0311485,0.0000000
84.333,0.0311485,0.0000000
84.375,0.0311485,0.0000000
84.417,0.0311485,0.0000000
84.458,0.0311485,0.0000000
84.500,0.0311485,0.0000000
84.542,0.0878105,0.0000000
84.583,11.3551687,0.0000000
84.625,17.9280465,0.0000000
84.667,47.8444855,0.0000000
84.708,58.6251916,0.0000000
84.750,21.4534092,0.0000000
84.792,0.0311485,0.0000000
84.833,0.0311485,0.0000000
84.875,0.0311485,0.0000000
84.917,0.0311485,0.0000000
84.958,0.0311485,0.0000000
85.000,0.0311485,0.0000000
85.042,0.0311485,0.0000000
85.083,0.0311485,0.0000000
85.125,0.0311485,0.0000000
85.167,0.0311485,0.0000000
85.208,0.0311485,0.0000000
85.250,0.0311485,0.0000000
85.292,0.0311485,0.0000000
85.333,0.0311485,0.0000000
85.375,0.0311485,0.0000000
85.417,0.0311485,0.0000000
85.458,0.0311485,0.0000000
85.500,0.0311485,0.0000000
85.542,0.0311485,0.0000000
85.583,0.0311485,0.0000000
85.625,0.0311485,0.0000000
85.667,0.0311485,0.0000000
85.708,1.5481104,0.0000000
85.750,38.5659585,0.0000000
85.792,40.3307769,0.0000000
85.833,39.9778084,0.0000000
85.875,38.7418084,0.0000000
85.917,2.8641074,0.0000000
85.958,0.0311485,0.0000000
86.000,0.0311485,0.0000000
86.042,0.0311485,0.0000000
86.083,0.0311485,0.0000000
86.125,0.0311485,0.0000000
86.167,0.0311485,0.0000000
86.208,0.0311485,0.0000000
86.250,0.0311485,0.0000000
86.292,0.0311485,0.0000000
86.333,0.0311485,0.0000000
86.375,0.0311485,0.0000000
86.417,0.0311485,0.0000000
86.458,0.0311485,0.0000000
86.500,0.0311485,0.0000000
86.542,0.0311485,0.0000000
86.583,0.0311485,0.0000000
86.625,0.0311485,0.0000000
86.667,0.0311485,0.0000000
86.708,1.8352431,0.0000000
86.750,38.4061093,0.0000000
86.792,40.1822552,0.0000000
86.833,39.5744938,0.0000000
86.875,38.6481921,0.0000000
86.917,3.1927811,0.0000000
86.958,0.0311485,0.0000000
87.000,0.0311485,0.0000000
87.042,0.0311485,0.0000000
87.083,0.0311485,0.0000000
87.125,0.0311485,0.0000000
87.167,0.0311485,0.0000000
87.208,0.0311485,0.0000000
87.250,0.0311485,0.0000000
87.292,0.0311485,0.0000000
87.333,0.0311485,0.0000000
87.375,0.0311485,0.0000000
87.417,0.0311485,0.0000000
87.458,0.0311485,0.0000000
87.500,0.0311485,0.0000000
87.542,0.0311485,0.0000000
87.583,0.0311485,0.0000000
87.625,0.0311485,0.0000000
87.667,0.0311485,0.0000000
87.708,3.0308087,0.0000000
87.750,38.0560858,0.0000000
87.792,40.2730129,0.0000000
87.833,40.3493529,0.0000000
87.875,39.4980086,0.0000000
87.917,3.0512251,0.0000000
87.958,0.0311485,0.0000000
88.000,0.0311485,0.0000000
88.042,0.0311485,0.0000000
88.083,0.0311485,0.0000000
88.125,0.0311485,0.0000000
88.167,0.0311485,0.0000000
88.208,0.0311485,0.0000000
88.250,0.0311485,0.0000000
88.292,0.0311485,0.0000000
88.333,0.0311485,0.0000000
88.375,0.0311485,0.0000000
88.417,0.0311485,0.0000000
88.458,0.0311485,0.0000000
88.500,0.0311485,0.0000000
88.542,0.0311485,0.0000000
88.583,0.0311485,0.0000000
88.625,0.0311485,0.0000000
88.667,0.0311485,0.0000000
88.708,1.9756380,0.0000000
88.750,38.3081618,0.0000000
88.792,39.9330413,0.0000000
88.833,39.8192347,0.0000000
88.875,39.8682223,0.0000000
88.917,3.0726894,0.0000000
88.958,0.0311485,0.0000000
89.000,0.0311485,0.0000000
89.042,0.0311485,0.0000000
89.083,0.0311485,0.0000000
89.125,0.0311485,0.0000000
89.167,0.0311485,0.0000000
89.208,0.0311485,0.0000000
89.250,0.0311485,0.0000000
89.292,0.0311485,0.0000000
89.333,0.0311485,0.0000000
89.375,0.0311485,0.0000000
89.417,0.0311485,0.0000000
89.458,0.0311485,0.0000000
89.500,0.0311485,0.0000000
89.542,0.0311485,0.0000000
89.583,0.0311485,0.0000000
89.625,2.7494809,0.0000000
89.667,29.7054747,0.0000000
89.708,33.1526568,0.0000000
89.750,40.5150922,0.0000000
89.792,40.5060876,0.0000000
89.833,40.5414560,0.0000000
89.875,39.2820650,0.0000000
89.917,2.9393454,0.0000000
89.958,0.0311485,0.0000000
90.000,0.0311485,0.0000000
90.042,0.0311485,0.0000000
90.083,0.0311485,0.0000000
90.125,0.0311485,0.0000000
90.167,0.0311485,0.0000000
90.208,0.0311485,0.0000000
90.250,0.0311485,0.0000000
90.292,0.0311485,0.0000000
90.333,0.0311485,0.0000000
90.375,0.0311485,0.0000000
90.417,0.0311485,0.0000000
90.458,0.0311485,0.0000000
90.500,0.0311485,0.0000000
90.542,0.0311485,0.0000000
90.583,0.0311485,0.0000000
90.625,0.0311485,0.0000000
90.667,0.0311485,0.0000000
90.708,2.1209602,0.0000000
90.750,38.6696855,0.0000000
90.792,40.2442155,0.0000000
90.833,40.8321012,0.0000000
90.875,39.2388258,0.0000000
90.917,2.6919977,0.0000000
90.958,0.0311485,0.0000000
91.000,0.0311485,0.0000000
91.042,0.0311485,0.0000000
91.083,0.0311485,0.0000000
91.125,0.0311485,0.0000000
91.167,0.0311485,0.0000000
91.208,0.0311485,0.0000000
91.250,0.0311485,0.0000000
91.292,0.0311485,0.0000000
91.333,0.0311485,0.0000000
91.375,0.0311485,0.0000000
91.417,0.0311485,0.0000000
91.458,0.0311485,0.0000000
91.500,0.0311485,0.0000000
91.542,0.0311485,0.0000000
91.583,0.0311485,0.0000000
91.625,1.9694085,0.0000000
91.667,38.1237912,0.0000000
91.708,40.4384687,0.0000000
91.750,40.4964332,0.0000000
91.792,40.9851235,0.0000000
91.833,40.1388466,0.0000000
91.875,39.3151382,0.0000000
91.917,3.6357131,0.0000000
91.958,0.0311485,0.0000000
92.000,0.0311485,0.0000000
92.042,0.0311485,0.0000000
92.083,0.0311485,0.0000000
92.125,0.0311485,0.0000000
92.167,0.0311485,0.0000000
92.208,0.0311485,0.0000000
92.250,0.0311485,0.0000000
92.292,0.0311485,0.0000000
92.333,0.0311485,0.0000000
92.375,0.0311485,0.0000000
92.417,0.0311485,0.0000000
92.458,0.0311485,0.0000000
92.500,0.0311485,0.0000000
92.542,0.0311485,0.0000000
92.583,0.0311485,0.0000000
92.625,2.5762383,0.0000000
92.667,38.3383763,0.0000000
92.708,40.8119109,0.0000000
92.750,39.6090395,0.0000000
92.792,40.1261884,0.0000000
92.833,45.7584651,0.0000000
92.875,2.5062392,0.0000000
92.917,0.0311485,0.0000000
92.958,0.0311485,0.0000000
93.000,0.0311485,0.0000000
93.042,0.0311485,0.0000000
93.083,0.0311485,0.0000000
93.125,0.0311485,0.0000000
93.167,0.0311485,0.0000000
93.208,0.0311485,0.0000000
93.250,0.0311485,0.0000000
93.292,0.0311485,0.0000000
93.333,0.0311485,0.0000000
93.375,0.0311485,0.0000000
93.417,0.0311485,0.0000000
93.458,0.0311485,0.0000000
93.500,0.0311485,0.0000000
93.542,0.0311485,0.0000000
93.583,0.0311485,0.0000000
93.625,0.0311485,0.0000000
93.667,0.0311485,0.0000000
93.708,1.8859868,0.0000000
93.750,38.1860039,0.0000000
93.792,39.8837703,0.0000000
93.833,40.1031118,0.0000000
93.875,38.1310398,0.0000000
93.917,2.9094428,0.0000000
93.958,0.0311485,0.0000000
94.000,0.0311485,0.0000000
94.042,0.0311485,0.0000000
94.083,0.0311485,0.0000000
94.125,0.0311485,0.0000000
94.167,0.0311485,0.0000000
94.208,0.0311485,0.0000000
94.250,0.0311485,0.0000000
94.292,0.0311485,0.0000000
94.333,0.0311485,0.0000000
94.375,0.0311485,0.0000000
94.417,0.0311485,0.0000000
94.458,0.0311485,0.0000000
94.500,0.0311485,0.0000000
94.542,0.0311485,0.0000000
94.583,0.0311485,0.0000000
94.625,0.0311485,0.0000000
94.667,0.0311485,0.0000000
94.708,1.6508438,0.0000000
94.750,38.3427663,0.0000000
94.792,40.4261769,0.0000000
94.833,40.0595892,0.0000000
94.875,41.7438746,0.0000000
94.917,3.0686399,0.0000000
94.958,0.0311485,0.0000000
95.000,0.0311485,0.0000000
95.042,0.0311485,0.0000000
95.083,0.0311485,0.0000000
95.125,0.0311485,0.0000000
95.167,0.0311485,0.0000000
95.208,0.0311485,0.0000000
95.250,0.0311485,0.0000000
95.292,0.0311485,0.0000000
95.333,0.0311485,0.0000000
95.375,0.0311485,0.0000000
95.417,0.0311485,0.0000000
95.458,0.0311485,0.0000000
95.500,0.0311485,0.0000000
95.542,0.0311485,0.0000000
95.583,0.0311485,0.0000000
95.625,0.0311485,0.0000000
95.667,0.0311485,0.0000000
95.708,2.7188137,0.0000000
95.750,38.0171778,0.0000000
95.792,39.8195735,0.0000000
95.833,39.8826089,0.0000000
95.875,39.8884402,0.0000000
95.917,39.5053712,0.0000000
95.958,15.5809491,0.0000000
96.000,28.0129503,0.0000000
96.042,23.5102036,0.0000000
96.083,23.1061510,0.0000000
96.125,23.1871368,0.0000000
96.167,22.4452921,0.0000000
96.208,24.7807527,0.0000000
96.250,2.1379219,0.0000000
96.292,0.0311485,0.0000000
96.333,0.0311485,0.0000000
96.375,0.0311485,0.0000000
96.417,0.0311485,0.0000000
96.458,0.0311485,0.0000000
96.500,0.0311485,0.0000000
96.542,0.0311485,0.0000000
96.583,0.0311485,0.0000000
96.625,0.0311485,0.0000000
96.667,0.0311485,0.0000000
96.708,0.0311485,0.0000000
96.750,0.0311485,0.0000000
96.792,0.0311485,0.0000000
96.833,0.0311485,0.0000000
96.875,0.0311485,0.0000000
96.917,0.0311485,0.0000000
96.958,0.0311485,0.0000000
97.000,0.0311485,0.0000000
97.042,0.0311485,0.0000000
97.083,0.0311485,0.0000000
97.125,0.0311485,0.0000000
97.167,0.0311485,0.0000000
97.208,0.0311485,0.0000000
97.250,0.0311485,0.0000000
97.292,0.0311485,0.0000000
97.333,0.0311485,0.0000000
97.375,0.0311485,0.0000000
97.417,0.0311485,0.0000000
97.458,0.9022031,0.0000000
97.500,13.0776830,0.0000000
97.542,14.7947314,0.0000000
97.583,27.6812177,0.0000000
97.625,43.4465391,0.0000000
97.667,44.3166876,0.0000000
97.708,44.3166288,0.0000000
97.750,45.1031852,0.0000000
97.792,44.5196619,0.0000000
97.833,44.2200985,0.0000000
97.875,42.6816697,0.0000000
97.917,3.3218209,0.0000000
97.958,0.0311485,0.0000000
98.000,0.0311485,0.0000000
98.042,0.0311485,0.0000000
98.083,0.0311485,0.0000000
98.125,0.0311485,0.0000000
98.167,0.0311485,0.0000000
98.208,0.0311485,0.0000000
98.250,0.0311485,0.0000000
98.292,0.0311485,0.0000000
98.333,0.0311485,0.0000000
98.375,0.0311485,0.0000000
98.417,0.0311485,0.0000000
98.458,0.0311485,0.0000000
98.500,0.0311485,0.0000000
98.542,0.0311485,0.0000000
98.583,0.0311485,0.0000000
98.625,0.0311485,0.0000000
98.667,2.6063958,0.0000000
98.708,42.1789351,0.0000000
98.750,44.0588909,0.0000000
98.792,43.8918208,0.0000000
98.833,44.2445647,0.0000000
98.875,42.5724535,0.0000000
98.917,3.1434815,0.0000000
98.958,0.0311485,0.0000000
99.000,0.0311485,0.0000000
99.042,0.0311485,0.0000000
99.083,0.0311485,0.0000000
99.125,0.0311485,0.0000000
99.167,0.0311485,0.0000000
99.208,0.0311485,0.0000000
99.250,0.0311485,0.0000000
99.292,0.0311485,0.0000000
99.333,0.0311485,0.0000000
99.375,0.0311485,0.0000000
99.417,0.0311485,0.0000000
99.458,0.0311485,0.0000000
99.500,0.0311485,0.0000000
99.542,0.0311485,0.0000000
99.583,0.0311485,0.0000000
99.625,0.0311485,0.0000000
99.667,2.1531564,0.0000000
99.708,41.3419151,0.0000000
99.750,44.1481726,0.0000000
99.792,44.0616943,0.0000000
99.833,43.4510120,0.0000000
99.875,42.2884347,0.0000000
99.917,2.9357209,0.0000000
99.958,0.0311485,0.0000000
100.000,0.0311485,0.0000000
100.042,0.0311485,0.0000000
100.083,0.0311485,0.0000000
100.125,0.0311485,0.0000000
100.167,0.0311485,0.0000000
100.208,0.0311485,0.0000000
100.250,0.0311485,0.0000000
100.292,0.0311485,0.0000000
100.333,0.0311485,0.0000000
100.375,0.0311485,0.0000000
100.417,0.0311485,0.0000000
100.458,0.0311485,0.0000000
100.500,0.0311485,0.0000000
100.542,0.0311485,0.0000000
100.583,0.0311485,0.0000000
100.625,0.0311485,0.0000000
100.667,1.8970589,0.0000000
100.708,26.4426962,0.0000000
100.750,56.4153403,0.0000000
100.792,58.7619572,0.0000000
100.833,44.7458855,0.0000000
100.875,42.4540599,0.0000000
100.917,3.0774749,0.0000000
100.958,0.0311485,0.0000000
101.000,0.0311485,0.0000000
101.042,0.0311485,0.0000000
101.083,0.0311485,0.0000000
101.125,0.0311485,0.0000000
101.167,0.0311485,0.0000000
101.208,0.0311485,0.0000000
101.250,0.0311485,0.0000000
101.292,0.0311485,0.0000000
101.333,0.0311485,0.0000000
101.375,0.0311485,0.0000000
101.417,0.0311485,0.0000000
101.458,0.0311485,0.0000000
101.500,0.0311485,0.0000000
101.542,0.0311485,0.0000000
101.583,0.0311485,0.0000000
101.625,0.0311485,0.0000000
101.667,3.2460169,0.0000000
101.708,41.4442249,0.0000000
101.750,43.8139218,0.0000000
101.792,43.8571023,0.0000000
101.833,43.8974275,0.0000000
101.875,42.5909742,0.0000000
101.917,3.0116383,0.0000000
101.958,0.0311485,0.0000000
102.000,0.0311485,0.0000000
102.042,0.0311485,0.0000000
102.083,0.0311485,0.0000000
102.125,0.0311485,0.0000000
102.167,0.0311485,0.0000000
102.208,0.0311485,0.0000000
102.250,0.0311485,0.0000000
102.292,0.0311485,0.0000000
102.333,0.0311485,0.0000000
102.375,0.0311485,0.0000000
102.417,0.0311485,0.0000000
102.458,0.0311485,0.0000000
102.500,0.0311485,0.0000000
102.542,0.0311485,0.0000000
102.583,2.8292212,0.0000000
102.625,42.1876285,0.0000000
102.667,52.4063012,0.0000000
102.708,52.5794861,0.0000000
102.750,43.8586336,0.0000000
102.792,43.9522188,0.0000000
102.833,43.6770663,0.0000000
102.875,42.5159615,0.0000000
102.917,3.2395888,0.0000000
102.958,0.0311485,0.0000000
103.000,0.0311485,0.0000000
103.042,0.0311485,0.0000000
103.083,0.0311485,0.0000000
103.125,0.0311485,0.0000000
103.167,0.0311485,0.0000000
103.208,0.0311485,0.0000000
103.250,0.0311485,0.0000000
103.292,0.0311485,0.0000000
103.333,0.0311485,0.0000000
103.375,0.0311485,0.0000000
103.417,0.0311485,0.0000000
103.458,0.0311485,0.0000000
103.500,0.0311485,0.0000000
103.542,1.0237673,0.0000000
103.583,3.8447197,0.0000000
103.625,0.0311485,0.0000000
103.667,0.0311485,0.0000000
103.708,2.8410010,0.0000000
103.750,41.4961299,0.0000000
103.792,43.8037835,0.0000000
103.833,43.8469950,0.0000000
103.875,42.7335747,0.0000000
103.917,2.8538567,0.0000000
103.958,0.0311485,0.0000000
104.000,0.0311485,0.0000000
104.042,0.0311485,0.0000000
104.083,0.0311485,0.0000000
104.125,0.0311485,0.0000000
104.167,0.0311485,0.0000000
104.208,0.0311485,0.0000000
104.250,0.0311485,0.0000000
104.292,0.0311485,0.0000000
104.333,0.0311485,0.0000000
104.375,0.0311485,0.0000000
104.417,0.0311485,0.0000000
104.458,0.0311485,0.0000000
104.500,0.0311485,0.0000000
104.542,0.0311485,0.0000000
104.583,0.0311485,0.0000000
104.625,0.0311485,0.0000000
104.667,0.0311485,0.0000000
104.708,2.3861757,0.0000000
104.750,41.7482646,0.0000000
104.792,52.2361443,0.0000000
104.833,53.1916685,0.0000000
104.875,57.4295964,0.0000000
104.917,42.9971509,0.0000000
104.958,2.8911217,0.0000000
105.000,0.0311485,0.0000000
105.042,0.0311485,0.0000000
105.083,0.0311485,0.0000000
105.125,0.0311485,0.0000000
105.167,0.0311485,0.0000000
105.208,0.0311485,0.0000000
105.250,0.0311485,0.0000000
105.292,0.0311485,0.0000000
105.333,0.0311485,0.0000000
105.375,2.6712131,0.0000000
105.417,35.3107966,0.0000000
105.458,59.9616278,0.0000000
105.500,61.7223743,0.0000000
105.542,58.8728741,0.0000000
105.583,3.6878445,0.0000000
105.625,0.0311485,0.0000000
105.667,0.0311485,0.0000000
105.708,0.0311485,0.0000000
105.750,0.0311485,0.0000000
105.792,0.0311485,0.0000000
105.833,0.0311485,0.0000000
105.875,0.0311485,0.0000000
105.917,0.0311485,0.0000000
105.958,0.0311485,0.0000000
106.000,0.0311485,0.0000000
106.042,0.0311485,0.0000000
106.083,0.0311485,0.0000000
106.125,0.0311485,0.0000000
106.167,0.0311485,0.0000000
106.208,0.0311485,0.0000000
106.250,0.0311485,0.0000000
106.292,0.0311485,0.0000000
106.333,0.0311485,0.0000000
106.375,0.0311485,0.0000000
106.417,0.0311485,0.0000000
106.458,0.0311485,0.0000000
106.500,0.0311485,0.0000000
106.542,0.0311485,0.0000000
106.583,0.0311485,0.0000000
106.625,0.0311485,0.0000000
106.667,5.9508417,0.0000000
106.708,41.9066377,0.0000000
106.750,43.6021400,0.0000000
106.792,43.5474040,0.0000000
106.833,44.1697214,0.0000000
106.875,42.6426787,0.0000000
106.917,3.1416408,0.0000000
106.958,0.0311485,0.0000000
107.000,0.0311485,0.0000000
107.042,0.0311485,0.0000000
107.083,0.0311485,0.0000000
107.125,0.0311485,0.0000000
107.167,0.0311485,0.0000000
107.208,0.0311485,0.0000000
107.250,0.0311485,0.0000000
107.292,0.0311485,0.0000000
107.333,0.0311485,0.0000000
107.375,0.0311485,0.0000000
107.417,0.0311485,0.0000000
107.458,0.0311485,0.0000000
107.500,0.0311485,0.0000000
107.542,0.0311485,0.0000000
107.583,0.0311485,0.0000000
107.625,0.0311485,0.0000000
107.667,0.0311485,0.0000000
107.708,2.2792512,0.0000000
107.750,46.1388483,0.0000000
107.792,47.8314851,0.0000000
107.833,47.7637521,0.0000000
107.875,46.4673231,0.0000000
107.917,3.5293834,0.0000000
107.958,0.0311485,0.0000000
108.000,0.0311485,0.0000000
108.042,0.0311485,0.0000000
108.083,0.0311485,0.0000000
108.125,0.0311485,0.0000000
108.167,0.0311485,0.0000000
108.208,0.0311485,0.0000000
108.250,0.0311485,0.0000000
108.292,0.0311485,0.0000000
108.333,0.0311485,0.0000000
108.375,0.0311485,0.0000000
108.417,0.0311485,0.0000000
108.458,0.0311485,0.0000000
108.500,0.0311485,0.0000000
108.542,0.0311485,0.0000000
108.583,0.0311485,0.0000000
108.625,0.0311485,0.0000000
108.667,3.1249906,0.0000000
108.708,45.4329631,0.0000000
108.750,47.8804174,0.0000000
108.792,47.9927791,0.0000000
108.833,47.7551450,0.0000000
108.875,46.7899941,0.0000000
108.917,3.3439080,0.0000000
108.958,0.0311485,0.0000000
109.000,0.0311485,0.0000000
109.042,0.0311485,0.0000000
109.083,0.0311485,0.0000000
109.125,0.0311485,0.0000000
109.167,0.0311485,0.0000000
109.208,0.0311485,0.0000000
109.250,0.0311485,0.0000000
109.292,0.0311485,0.0000000
109.333,0.0311485,0.0000000
109.375,0.0311485,0.0000000
109.417,16.8387552,0.0000000
109.458,5.4152854,0.0000000
109.500,0.0311485,0.0000000
109.542,0.0311485,0.0000000
109.583,0.0311485,0.0000000
109.625,0.0311485,0.0000000
109.667,2.5905667,0.0000000
109.708,45.8219257,0.0000000
109.750,47.7896355,0.0000000
109.792,47.6600285,0.0000000
109.833,47.7143117,0.0000000
109.875,48.1399700,0.0000000
109.917,46.7107332,0.0000000
109.958,2.9620553,0.0000000
110.000,0.0311485,0.0000000
110.042,0.0311485,0.0000000
110.083,0.0311485,0.0000000
110.125,0.0311485,0.0000000
110.167,0.0311485,0.0000000
110.208,0.0311485,0.0000000
110.250,0.0311485,0.0000000
110.292,0.0311485,0.0000000
110.333,0.0311485,0.0000000
110.375,0.0311485,0.0000000
110.417,0.0311485,0.0000000
110.458,0.0311485,0.0000000
110.500,0.0311485,0.0000000
110.542,5.5309314,0.0000000
110.583,20.4934968,0.0000000
110.625,36.2809597,0.0000000
110.667,21.5537643,0.0000000
110.708,20.8231606,0.0000000
110.750,20.8799654,0.0000000
110.792,20.8555269,0.0000000
110.833,20.8549047,0.0000000
110.875,20.8486188,0.0000000
110.917,20.4139265,0.0000000
110.958,2.4341444,0.0000000
111.000,0.0311485,0.0000000
111.042,0.0311485,0.0000000
111.083,0.0311485,0.0000000
111.125,0.0311485,0.0000000
111.167,0.0311485,0.0000000
111.208,0.0311485,0.0000000
111.250,0.0311485,0.0000000
111.292,0.0311485,0.0000000
111.333,0.0311485,0.0000000
111.375,0.0311485,0.0000000
111.417,0.0311485,0.0000000
111.458,0.0311485,0.0000000
111.500,0.0311485,0.0000000
111.542,0.0311485,0.0000000
111.583,0.0311485,0.0000000
111.625,0.0311485,0.0000000
111.667,0.0311485,0.0000000
111.708,4.9388260,0.0000000
111.750,45.2762319,0.0000000
111.792,47.6560084,0.0000000
111.833,47.3571779,0.0000000
111.875,46.4042047,0.0000000
111.917,3.2995357,0.0000000
111.958,0.0311485,0.0000000
112.000,0.0311485,0.0000000
112.042,0.0311485,0.0000000
112.083,0.0311485,0.0000000
112.125,0.0311485,0.0000000
112.167,0.0311485,0.0000000
112.208,0.0311485,0.0000000
112.250,0.0311485,0.0000000
112.292,0.0311485,0.0000000
112.333,0.0311485,0.0000000
112.375,0.0311485,0.0000000
112.417,0.0311485,0.0000000
112.458,0.0311485,0.0000000
112.500,0.0311485,0.0000000
112.542,0.0311485,0.0000000
112.583,2.8104187,0.0000000
112.625,44.9806610,0.0000000
112.667,47.8601994,0.0000000
112.708,47.5577463,0.0000000
112.750,47.2970046,0.0000000
112.792,47.4123114,0.0000000
112.833,47.6182307,0.0000000
112.875,46.3116945,0.0000000
112.917,23.9089053,0.0000000
112.958,30.1102930,0.0000000
113.000,2.6288793,0.0000000
113.042,0.0311485,0.0000000
113.083,0.0311485,0.0000000
113.125,0.0311485,0.0000000
113.167,0.0311485,0.0000000
113.208,0.0311485,0.0000000
113.250,0.0311485,0.0000000
113.292,0.0311485,0.0000000
113.333,0.0311485,0.0000000
113.375,0.0311485,0.0000000
113.417,0.0311485,0.0000000
113.458,0.0311485,0.0000000
113.500,2.9035812,0.0000000
113.542,45.5672435,0.0000000
113.583,47.1987183,0.0000000
113.625,47.7323761,0.0000000
113.667,47.7781386,0.0000000
113.708,47.1512309,0.0000000
113.750,47.5653095,0.0000000
113.792,47.2649788,0.0000000
113.833,47.3430506,0.0000000
113.875,46.0999127,0.0000000
113.917,3.1207147,0.0000000
113.958,0.0311485,0.0000000
114.000,0.0311485,0.0000000
114.042,0.0311485,0.0000000
114.083,0.0311485,0.0000000
114.125,0.0311485,0.0000000
114.167,0.0311485,0.0000000
114.208,0.0311485,0.0000000
114.250,0.0311485,0.0000000
114.292,0.0311485,0.0000000
114.333,0.0311485,0.0000000
114.375,0.0311485,0.0000000
114.417,0.0311485,0.0000000
114.458,0.0311485,0.0000000
114.500,2.8423884,0.0000000
114.542,44.6521828,0.0000000
114.583,47.5793262,0.0000000
114.625,47.3690446,0.0000000
114.667,47.4439432,0.0000000
114.708,47.2711247,0.0000000
114.750,46.9483984,0.0000000
114.792,47.2710694,0.0000000
114.833,47.2394653,0.0000000
114.875,46.0293176,0.0000000
114.917,3.1412727,0.0000000
114.958,0.0311485,0.0000000
115.000,0.0311485,0.0000000
115.042,0.0311485,0.0000000
115.083,0.0311485,0.0000000
115.125,0.0311485,0.0000000
115.167,0.0311485,0.0000000
115.208,0.0311485,0.0000000
115.250,0.0311485,0.0000000
115.292,0.0311485,0.0000000
115.333,0.0311485,0.0000000
115.375,0.0311485,0.0000000
115.417,0.0311485,0.0000000
115.458,0.0311485,0.0000000
115.500,2.9078287,0.0000000
115.542,45.1798122,0.0000000
115.583,47.0431727,0.0000000
115.625,47.3967081,0.0000000
115.667,47.2823104,0.0000000
115.708,47.4774692,0.0000000
115.750,47.0978257,0.0000000
115.792,47.4871236,0.0000000
115.833,47.3531025,0.0000000
115.875,46.2843109,0.0000000
115.917,2.6136733,0.0000000
115.958,0.0311485,0.0000000
116.000,0.0311485,0.0000000
116.042,0.0311485,0.0000000
116.083,0.0311485,0.0000000
116.125,0.0311485,0.0000000
116.167,0.0311485,0.0000000
116.208,4.7721530,0.0000000
116.250,29.2545863,0.0000000
116.292,30.5063901,0.0000000
116.333,30.5957029,0.0000000
116.375,33.3791915,0.0000000
116.417,30.3150232,0.0000000
116.458,21.8313537,0.0000000
116.500,22.2336520,0.0000000
116.542,37.0319230,0.0000000
116.583,38.0532548,0.0000000
116.625,38.1439814,0.0000000
116.667,54.0385399,0.0000000
116.708,55.0497611,0.0000000
116.750,55.0108530,0.0000000
116.792,55.0512059,0.0000000
116.833,55.0037462,0.0000000
116.875,53.5344987,0.0000000
116.917,3.6192612,0.0000000
116.958,0.0311485,0.0000000
117.000,0.0311485,0.0000000
117.042,0.0311485,0.0000000
117.083,0.0311485,0.0000000
117.125,0.0311485,0.0000000
117.167,0.0311485,0.0000000
117.208,2.4013536,0.0000000
117.250,52.1778099,0.0000000
117.292,54.6375525,0.0000000
117.333,55.0732351,0.0000000
117.375,54.8967941,0.0000000
117.417,55.0065219,0.0000000
117.458,55.0497611,0.0000000
117.500,55.0065495,0.0000000
117.542,54.9634521,0.0000000
117.583,54.9619242,0.0000000
117.625,55.0066083,0.0000000
117.667,55.0497611,0.0000000
117.708,55.0929726,0.0000000
117.750,55.0944728,0.0000000
117.792,55.0065495,0.0000000
117.833,54.9633656,0.0000000
117.875,57.3373938,0.0000000
117.917,52.0391984,0.0000000
117.958,51.3781148,0.0000000
118.000,51.2498974,0.0000000
118.042,51.0754370,0.0000000
118.083,50.9458024,0.0000000
118.125,51.1720537,0.0000000
118.167,51.2512559,0.0000000
118.208,51.3678347,0.0000000
118.250,51.1632739,0.0000000
118.292,51.0625818,0.0000000
118.333,51.1173178,0.0000000
118.375,51.2094305,0.0000000
118.417,51.3275406,0.0000000
118.458,51.3795009,0.0000000
118.500,51.3075197,0.0000000
118.542,52.1947164,0.0000000
118.583,51.5262978,0.0000000
118.625,51.0435218,0.0000000
118.667,52.6733547,0.0000000
118.708,51.6916672,0.0000000
118.750,60.7070467,0.0000000
118.792,61.1144401,0.0000000
118.833,61.8979650,0.0000000
118.875,62.1112747,0.0000000
118.917,52.3802761,0.0000000
118.958,50.6379120,0.0000000
119.000,4.6573569,0.0000000
119.042,0.0311485,0.0000000
119.083,0.0311485,0.0000000
119.125,0.1273125,0.0000000
119.167,0.1661349,0.0000000
119.208,4.9963662,0.0000000
119.250,52.0089873,0.0000000
119.292,54.6752438,0.0000000
119.333,54.6104835,0.0000000
119.375,52.3834769,0.0000000
