$/MR Sac.-Trinity Lake/TRN-Spill Release/Flow/01Dec2015/1Hour/231.5.125.3.1/
      JDAY, Flow(cms)
65.167,0.0000
65.208,0.0000
65.250,0.0000
65.292,0.0000
65.333,0.0000
65.375,0.0000
65.417,0.0000
65.458,0.0000
65.500,0.0000
65.542,0.0000
65.583,0.0000
65.625,0.0000
65.667,0.0000
65.708,0.0000
65.750,0.0000
65.792,0.0000
65.833,0.0000
65.875,0.0000
65.917,0.0000
65.958,0.0000
66.000,0.0000
66.042,0.0000
66.083,0.0000
66.125,0.0000
66.167,0.0000
66.208,0.0000
66.250,0.0000
66.292,0.0000
66.333,0.0000
66.375,0.0000
66.417,0.0000
66.458,0.0000
66.500,0.0000
66.542,0.0000
66.583,0.0000
66.625,0.0000
66.667,0.0000
66.708,0.0000
66.750,0.0000
66.792,0.0000
66.833,0.0000
66.875,0.0000
66.917,0.0000
66.958,0.0000
67.000,0.0000
67.042,0.0000
67.083,0.0000
67.125,0.0000
67.167,0.0000
67.208,0.0000
67.250,0.0000
67.292,0.0000
67.333,0.0000
67.375,0.0000
67.417,0.0000
67.458,0.0000
67.500,0.0000
67.542,0.0000
67.583,0.0000
67.625,0.0000
67.667,0.0000
67.708,0.0000
67.750,0.0000
67.792,0.0000
67.833,0.0000
67.875,0.0000
67.917,0.0000
67.958,0.0000
68.000,0.0000
68.042,0.0000
68.083,0.0000
68.125,0.0000
68.167,0.0000
68.208,0.0000
68.250,0.0000
68.292,0.0000
68.333,0.0000
68.375,0.0000
68.417,0.0000
68.458,0.0000
68.500,0.0000
68.542,0.0000
68.583,0.0000
68.625,0.0000
68.667,0.0000
68.708,0.0000
68.750,0.0000
68.792,0.0000
68.833,0.0000
68.875,0.0000
68.917,0.0000
68.958,0.0000
69.000,0.0000
69.042,0.0000
69.083,0.0000
69.125,0.0000
69.167,0.0000
69.208,0.0000
69.250,0.0000
69.292,0.0000
69.333,0.0000
69.375,0.0000
69.417,0.0000
69.458,0.0000
69.500,0.0000
69.542,0.0000
69.583,0.0000
69.625,0.0000
69.667,0.0000
69.708,0.0000
69.750,0.0000
69.792,0.0000
69.833,0.0000
69.875,0.0000
69.917,0.0000
69.958,0.0000
70.000,0.0000
70.042,0.0000
70.083,0.0000
70.125,0.0000
70.167,0.0000
70.208,0.0000
70.250,0.0000
70.292,0.0000
70.333,0.0000
70.375,0.0000
70.417,0.0000
70.458,0.0000
70.500,0.0000
70.542,0.0000
70.583,0.0000
70.625,0.0000
70.667,0.0000
70.708,0.0000
70.750,0.0000
70.792,0.0000
70.833,0.0000
70.875,0.0000
70.917,0.0000
70.958,0.0000
71.000,0.0000
71.042,0.0000
71.083,0.0000
71.125,0.0000
71.167,0.0000
71.208,0.0000
71.250,0.0000
71.292,0.0000
71.333,0.0000
71.375,0.0000
71.417,0.0000
71.458,0.0000
71.500,0.0000
71.542,0.0000
71.583,0.0000
71.625,0.0000
71.667,0.0000
71.708,0.0000
71.750,0.0000
71.792,0.0000
71.833,0.0000
71.875,0.0000
71.917,0.0000
71.958,0.0000
72.000,0.0000
72.042,0.0000
72.083,0.0000
72.125,0.0000
72.167,0.0000
72.208,0.0000
72.250,0.0000
72.292,0.0000
72.333,0.0000
72.375,0.0000
72.417,0.0000
72.458,0.0000
72.500,0.0000
72.542,0.0000
72.583,0.0000
72.625,0.0000
72.667,0.0000
72.708,0.0000
72.750,0.0000
72.792,0.0000
72.833,0.0000
72.875,0.0000
72.917,0.0000
72.958,0.0000
73.000,0.0000
73.042,0.0000
73.083,0.0000
73.125,0.0000
73.167,0.0000
73.208,0.0000
73.250,0.0000
73.292,0.0000
73.333,0.0000
73.375,0.0000
73.417,0.0000
73.458,0.0000
73.500,0.0000
73.542,0.0000
73.583,0.0000
73.625,0.0000
73.667,0.0000
73.708,0.0000
73.750,0.0000
73.792,0.0000
73.833,0.0000
73.875,0.0000
73.917,0.0000
73.958,0.0000
74.000,0.0000
74.042,0.0000
74.083,0.0000
74.125,0.0000
74.167,0.0000
74.208,0.0000
74.250,0.0000
74.292,0.0000
74.333,0.0000
74.375,0.0000
74.417,0.0000
74.458,0.0000
74.500,0.0000
74.542,0.0000
74.583,0.0000
74.625,0.0000
74.667,0.0000
74.708,0.0000
74.750,0.0000
74.792,0.0000
74.833,0.0000
74.875,0.0000
74.917,0.0000
74.958,0.0000
75.000,0.0000
75.042,0.0000
75.083,0.0000
75.125,0.0000
75.167,0.0000
75.208,0.0000
75.250,0.0000
75.292,0.0000
75.333,0.0000
75.375,0.0000
75.417,0.0000
75.458,0.0000
75.500,0.0000
75.542,0.0000
75.583,0.0000
75.625,0.0000
75.667,0.0000
75.708,0.0000
75.750,0.0000
75.792,0.0000
75.833,0.0000
75.875,0.0000
75.917,0.0000
75.958,0.0000
76.000,0.0000
76.042,0.0000
76.083,0.0000
76.125,0.0000
76.167,0.0000
76.208,0.0000
76.250,0.0000
76.292,0.0000
76.333,0.0000
76.375,0.0000
76.417,0.0000
76.458,0.0000
76.500,0.0000
76.542,0.0000
76.583,0.0000
76.625,0.0000
76.667,0.0000
76.708,0.0000
76.750,0.0000
76.792,0.0000
76.833,0.0000
76.875,0.0000
76.917,0.0000
76.958,0.0000
77.000,0.0000
77.042,0.0000
77.083,0.0000
77.125,0.0000
77.167,0.0000
77.208,0.0000
77.250,0.0000
77.292,0.0000
77.333,0.0000
77.375,0.0000
77.417,0.0000
77.458,0.0000
77.500,0.0000
77.542,0.0000
77.583,0.0000
77.625,0.0000
77.667,0.0000
77.708,0.0000
77.750,0.0000
77.792,0.0000
77.833,0.0000
77.875,0.0000
77.917,0.0000
77.958,0.0000
78.000,0.0000
78.042,0.0000
78.083,0.0000
78.125,0.0000
78.167,0.0000
78.208,0.0000
78.250,0.0000
78.292,0.0000
78.333,0.0000
78.375,0.0000
78.417,0.0000
78.458,0.0000
78.500,0.0000
78.542,0.0000
78.583,0.0000
78.625,0.0000
78.667,0.0000
78.708,0.0000
78.750,0.0000
78.792,0.0000
78.833,0.0000
78.875,0.0000
78.917,0.0000
78.958,0.0000
79.000,0.0000
79.042,0.0000
79.083,0.0000
79.125,0.0000
79.167,0.0000
79.208,0.0000
79.250,0.0000
79.292,0.0000
79.333,0.0000
79.375,0.0000
79.417,0.0000
79.458,0.0000
79.500,0.0000
79.542,0.0000
79.583,0.0000
79.625,0.0000
79.667,0.0000
79.708,0.0000
79.750,0.0000
79.792,0.0000
79.833,0.0000
79.875,0.0000
79.917,0.0000
79.958,0.0000
80.000,0.0000
80.042,0.0000
80.083,0.0000
80.125,0.0000
80.167,0.0000
80.208,0.0000
80.250,0.0000
80.292,0.0000
80.333,0.0000
80.375,0.0000
80.417,0.0000
80.458,0.0000
80.500,0.0000
80.542,0.0000
80.583,0.0000
80.625,0.0000
80.667,0.0000
80.708,0.0000
80.750,0.0000
80.792,0.0000
80.833,0.0000
80.875,0.0000
80.917,0.0000
80.958,0.0000
81.000,0.0000
81.042,0.0000
81.083,0.0000
81.125,0.0000
81.167,0.0000
81.208,0.0000
81.250,0.0000
81.292,0.0000
81.333,0.0000
81.375,0.0000
81.417,0.0000
81.458,0.0000
81.500,0.0000
81.542,0.0000
81.583,0.0000
81.625,0.0000
81.667,0.0000
81.708,0.0000
81.750,0.0000
81.792,0.0000
81.833,0.0000
81.875,0.0000
81.917,0.0000
81.958,0.0000
82.000,0.0000
82.042,0.0000
82.083,0.0000
82.125,0.0000
82.167,0.0000
82.208,0.0000
82.250,0.0000
82.292,0.0000
82.333,0.0000
82.375,0.0000
82.417,0.0000
82.458,0.0000
82.500,0.0000
82.542,0.0000
82.583,0.0000
82.625,0.0000
82.667,0.0000
82.708,0.0000
82.750,0.0000
82.792,0.0000
82.833,0.0000
82.875,0.0000
82.917,0.0000
82.958,0.0000
83.000,0.0000
83.042,0.0000
83.083,0.0000
83.125,0.0000
83.167,0.0000
83.208,0.0000
83.250,0.0000
83.292,0.0000
83.333,0.0000
83.375,0.0000
83.417,0.0000
83.458,0.0000
83.500,0.0000
83.542,0.0000
83.583,0.0000
83.625,0.0000
83.667,0.0000
83.708,0.0000
83.750,0.0000
83.792,0.0000
83.833,0.0000
83.875,0.0000
83.917,0.0000
83.958,0.0000
84.000,0.0000
84.042,0.0000
84.083,0.0000
84.125,0.0000
84.167,0.0000
84.208,0.0000
84.250,0.0000
84.292,0.0000
84.333,0.0000
84.375,0.0000
84.417,0.0000
84.458,0.0000
84.500,0.0000
84.542,0.0000
84.583,0.0000
84.625,0.0000
84.667,0.0000
84.708,0.0000
84.750,0.0000
84.792,0.0000
84.833,0.0000
84.875,0.0000
84.917,0.0000
84.958,0.0000
85.000,0.0000
85.042,0.0000
85.083,0.0000
85.125,0.0000
85.167,0.0000
85.208,0.0000
85.250,0.0000
85.292,0.0000
85.333,0.0000
85.375,0.0000
85.417,0.0000
85.458,0.0000
85.500,0.0000
85.542,0.0000
85.583,0.0000
85.625,0.0000
85.667,0.0000
85.708,0.0000
85.750,0.0000
85.792,0.0000
85.833,0.0000
85.875,0.0000
85.917,0.0000
85.958,0.0000
86.000,0.0000
86.042,0.0000
86.083,0.0000
86.125,0.0000
86.167,0.0000
86.208,0.0000
86.250,0.0000
86.292,0.0000
86.333,0.0000
86.375,0.0000
86.417,0.0000
86.458,0.0000
86.500,0.0000
86.542,0.0000
86.583,0.0000
86.625,0.0000
86.667,0.0000
86.708,0.0000
86.750,0.0000
86.792,0.0000
86.833,0.0000
86.875,0.0000
86.917,0.0000
86.958,0.0000
87.000,0.0000
87.042,0.0000
87.083,0.0000
87.125,0.0000
87.167,0.0000
87.208,0.0000
87.250,0.0000
87.292,0.0000
87.333,0.0000
87.375,0.0000
87.417,0.0000
87.458,0.0000
87.500,0.0000
87.542,0.0000
87.583,0.0000
87.625,0.0000
87.667,0.0000
87.708,0.0000
87.750,0.0000
87.792,0.0000
87.833,0.0000
87.875,0.0000
87.917,0.0000
87.958,0.0000
88.000,0.0000
88.042,0.0000
88.083,0.0000
88.125,0.0000
88.167,0.0000
88.208,0.0000
88.250,0.0000
88.292,0.0000
88.333,0.0000
88.375,0.0000
88.417,0.0000
88.458,0.0000
88.500,0.0000
88.542,0.0000
88.583,0.0000
88.625,0.0000
88.667,0.0000
88.708,0.0000
88.750,0.0000
88.792,0.0000
88.833,0.0000
88.875,0.0000
88.917,0.0000
88.958,0.0000
89.000,0.0000
89.042,0.0000
89.083,0.0000
89.125,0.0000
89.167,0.0000
89.208,0.0000
89.250,0.0000
89.292,0.0000
89.333,0.0000
89.375,0.0000
89.417,0.0000
89.458,0.0000
89.500,0.0000
89.542,0.0000
89.583,0.0000
89.625,0.0000
89.667,0.0000
89.708,0.0000
89.750,0.0000
89.792,0.0000
89.833,0.0000
89.875,0.0000
89.917,0.0000
89.958,0.0000
90.000,0.0000
90.042,0.0000
90.083,0.0000
90.125,0.0000
90.167,0.0000
90.208,0.0000
90.250,0.0000
90.292,0.0000
90.333,0.0000
90.375,0.0000
90.417,0.0000
90.458,0.0000
90.500,0.0000
90.542,0.0000
90.583,0.0000
90.625,0.0000
90.667,0.0000
90.708,0.0000
90.750,0.0000
90.792,0.0000
90.833,0.0000
90.875,0.0000
90.917,0.0000
90.958,0.0000
91.000,0.0000
91.042,0.0000
91.083,0.0000
91.125,0.0000
91.167,0.0000
91.208,0.0000
91.250,0.0000
91.292,0.0000
91.333,0.0000
91.375,0.0000
91.417,0.0000
91.458,0.0000
91.500,0.0000
91.542,0.0000
91.583,0.0000
91.625,0.0000
91.667,0.0000
91.708,0.0000
91.750,0.0000
91.792,0.0000
91.833,0.0000
91.875,0.0000
91.917,0.0000
91.958,0.0000
92.000,0.0000
92.042,0.0000
92.083,0.0000
92.125,0.0000
92.167,0.0000
92.208,0.0000
92.250,0.0000
92.292,0.0000
92.333,0.0000
92.375,0.0000
92.417,0.0000
92.458,0.0000
92.500,0.0000
92.542,0.0000
92.583,0.0000
92.625,0.0000
92.667,0.0000
92.708,0.0000
92.750,0.0000
92.792,0.0000
92.833,0.0000
92.875,0.0000
92.917,0.0000
92.958,0.0000
93.000,0.0000
93.042,0.0000
93.083,0.0000
93.125,0.0000
93.167,0.0000
93.208,0.0000
93.250,0.0000
93.292,0.0000
93.333,0.0000
93.375,0.0000
93.417,0.0000
93.458,0.0000
93.500,0.0000
93.542,0.0000
93.583,0.0000
93.625,0.0000
93.667,0.0000
93.708,0.0000
93.750,0.0000
93.792,0.0000
93.833,0.0000
93.875,0.0000
93.917,0.0000
93.958,0.0000
94.000,0.0000
94.042,0.0000
94.083,0.0000
94.125,0.0000
94.167,0.0000
94.208,0.0000
94.250,0.0000
94.292,0.0000
94.333,0.0000
94.375,0.0000
94.417,0.0000
94.458,0.0000
94.500,0.0000
94.542,0.0000
94.583,0.0000
94.625,0.0000
94.667,0.0000
94.708,0.0000
94.750,0.0000
94.792,0.0000
94.833,0.0000
94.875,0.0000
94.917,0.0000
94.958,0.0000
95.000,0.0000
95.042,0.0000
95.083,0.0000
95.125,0.0000
95.167,0.0000
95.208,0.0000
95.250,0.0000
95.292,0.0000
95.333,0.0000
95.375,0.0000
95.417,0.0000
95.458,0.0000
95.500,0.0000
95.542,0.0000
95.583,0.0000
95.625,0.0000
95.667,0.0000
95.708,0.0000
95.750,0.0000
95.792,0.0000
95.833,0.0000
95.875,0.0000
95.917,0.0000
95.958,0.0000
96.000,0.0000
96.042,0.0000
96.083,0.0000
96.125,0.0000
96.167,0.0000
96.208,0.0000
96.250,0.0000
96.292,0.0000
96.333,0.0000
96.375,0.0000
96.417,0.0000
96.458,0.0000
96.500,0.0000
96.542,0.0000
96.583,0.0000
96.625,0.0000
96.667,0.0000
96.708,0.0000
96.750,0.0000
96.792,0.0000
96.833,0.0000
96.875,0.0000
96.917,0.0000
96.958,0.0000
97.000,0.0000
97.042,0.0000
97.083,0.0000
97.125,0.0000
97.167,0.0000
97.208,0.0000
97.250,0.0000
97.292,0.0000
97.333,0.0000
97.375,0.0000
97.417,0.0000
97.458,0.0000
97.500,0.0000
97.542,0.0000
97.583,0.0000
97.625,0.0000
97.667,0.0000
97.708,0.0000
97.750,0.0000
97.792,0.0000
97.833,0.0000
97.875,0.0000
97.917,0.0000
97.958,0.0000
98.000,0.0000
98.042,0.0000
98.083,0.0000
98.125,0.0000
98.167,0.0000
98.208,0.0000
98.250,0.0000
98.292,0.0000
98.333,0.0000
98.375,0.0000
98.417,0.0000
98.458,0.0000
98.500,0.0000
98.542,0.0000
98.583,0.0000
98.625,0.0000
98.667,0.0000
98.708,0.0000
98.750,0.0000
98.792,0.0000
98.833,0.0000
98.875,0.0000
98.917,0.0000
98.958,0.0000
99.000,0.0000
99.042,0.0000
99.083,0.0000
99.125,0.0000
99.167,0.0000
99.208,0.0000
99.250,0.0000
99.292,0.0000
99.333,0.0000
99.375,0.0000
99.417,0.0000
99.458,0.0000
99.500,0.0000
99.542,0.0000
99.583,0.0000
99.625,0.0000
99.667,0.0000
99.708,0.0000
99.750,0.0000
99.792,0.0000
99.833,0.0000
99.875,0.0000
99.917,0.0000
99.958,0.0000
100.000,0.0000
100.042,0.0000
100.083,0.0000
100.125,0.0000
100.167,0.0000
100.208,0.0000
100.250,0.0000
100.292,0.0000
100.333,0.0000
100.375,0.0000
100.417,0.0000
100.458,0.0000
100.500,0.0000
100.542,0.0000
100.583,0.0000
100.625,0.0000
100.667,0.0000
100.708,0.0000
100.750,0.0000
100.792,0.0000
100.833,0.0000
100.875,0.0000
100.917,0.0000
100.958,0.0000
101.000,0.0000
101.042,0.0000
101.083,0.0000
101.125,0.0000
101.167,0.0000
101.208,0.0000
101.250,0.0000
101.292,0.0000
101.333,0.0000
101.375,0.0000
101.417,0.0000
101.458,0.0000
101.500,0.0000
101.542,0.0000
101.583,0.0000
101.625,0.0000
101.667,0.0000
101.708,0.0000
101.750,0.0000
101.792,0.0000
101.833,0.0000
101.875,0.0000
101.917,0.0000
101.958,0.0000
102.000,0.0000
102.042,0.0000
102.083,0.0000
102.125,0.0000
102.167,0.0000
102.208,0.0000
102.250,0.0000
102.292,0.0000
102.333,0.0000
102.375,0.0000
102.417,0.0000
102.458,0.0000
102.500,0.0000
102.542,0.0000
102.583,0.0000
102.625,0.0000
102.667,0.0000
102.708,0.0000
102.750,0.0000
102.792,0.0000
102.833,0.0000
102.875,0.0000
102.917,0.0000
102.958,0.0000
103.000,0.0000
103.042,0.0000
103.083,0.0000
103.125,0.0000
103.167,0.0000
103.208,0.0000
103.250,0.0000
103.292,0.0000
103.333,0.0000
103.375,0.0000
103.417,0.0000
103.458,0.0000
103.500,0.0000
103.542,0.0000
103.583,0.0000
103.625,0.0000
103.667,0.0000
103.708,0.0000
103.750,0.0000
103.792,0.0000
103.833,0.0000
103.875,0.0000
103.917,0.0000
103.958,0.0000
104.000,0.0000
104.042,0.0000
104.083,0.0000
104.125,0.0000
104.167,0.0000
104.208,0.0000
104.250,0.0000
104.292,0.0000
104.333,0.0000
104.375,0.0000
104.417,0.0000
104.458,0.0000
104.500,0.0000
104.542,0.0000
104.583,0.0000
104.625,0.0000
104.667,0.0000
104.708,0.0000
104.750,0.0000
104.792,0.0000
104.833,0.0000
104.875,0.0000
104.917,0.0000
104.958,0.0000
105.000,0.0000
105.042,0.0000
105.083,0.0000
105.125,0.0000
105.167,0.0000
105.208,0.0000
105.250,0.0000
105.292,0.0000
105.333,0.0000
105.375,0.0000
105.417,0.0000
105.458,0.0000
105.500,0.0000
105.542,0.0000
105.583,0.0000
105.625,0.0000
105.667,0.0000
105.708,0.0000
105.750,0.0000
105.792,0.0000
105.833,0.0000
105.875,0.0000
105.917,0.0000
105.958,0.0000
106.000,0.0000
106.042,0.0000
106.083,0.0000
106.125,0.0000
106.167,0.0000
106.208,0.0000
106.250,0.0000
106.292,0.0000
106.333,0.0000
106.375,0.0000
106.417,0.0000
106.458,0.0000
106.500,0.0000
106.542,0.0000
106.583,0.0000
106.625,0.0000
106.667,0.0000
106.708,0.0000
106.750,0.0000
106.792,0.0000
106.833,0.0000
106.875,0.0000
106.917,0.0000
106.958,0.0000
107.000,0.0000
107.042,0.0000
107.083,0.0000
107.125,0.0000
107.167,0.0000
107.208,0.0000
107.250,0.0000
107.292,0.0000
107.333,0.0000
107.375,0.0000
107.417,0.0000
107.458,0.0000
107.500,0.0000
107.542,0.0000
107.583,0.0000
107.625,0.0000
107.667,0.0000
107.708,0.0000
107.750,0.0000
107.792,0.0000
107.833,0.0000
107.875,0.0000
107.917,0.0000
107.958,0.0000
108.000,0.0000
108.042,0.0000
108.083,0.0000
108.125,0.0000
108.167,0.0000
108.208,0.0000
108.250,0.0000
108.292,0.0000
108.333,0.0000
108.375,0.0000
108.417,0.0000
108.458,0.0000
108.500,0.0000
108.542,0.0000
108.583,0.0000
108.625,0.0000
108.667,0.0000
108.708,0.0000
108.750,0.0000
108.792,0.0000
108.833,0.0000
108.875,0.0000
108.917,0.0000
108.958,0.0000
109.000,0.0000
109.042,0.0000
109.083,0.0000
109.125,0.0000
109.167,0.0000
109.208,0.0000
109.250,0.0000
109.292,0.0000
109.333,0.0000
109.375,0.0000
109.417,0.0000
109.458,0.0000
109.500,0.0000
109.542,0.0000
109.583,0.0000
109.625,0.0000
109.667,0.0000
109.708,0.0000
109.750,0.0000
109.792,0.0000
109.833,0.0000
109.875,0.0000
109.917,0.0000
109.958,0.0000
110.000,0.0000
110.042,0.0000
110.083,0.0000
110.125,0.0000
110.167,0.0000
110.208,0.0000
110.250,0.0000
110.292,0.0000
110.333,0.0000
110.375,0.0000
110.417,0.0000
110.458,0.0000
110.500,0.0000
110.542,0.0000
110.583,0.0000
110.625,0.0000
110.667,0.0000
110.708,0.0000
110.750,0.0000
110.792,0.0000
110.833,0.0000
110.875,0.0000
110.917,0.0000
110.958,0.0000
111.000,0.0000
111.042,0.0000
111.083,0.0000
111.125,0.0000
111.167,0.0000
111.208,0.0000
111.250,0.0000
111.292,0.0000
111.333,0.0000
111.375,0.0000
111.417,0.0000
111.458,0.0000
111.500,0.0000
111.542,0.0000
111.583,0.0000
111.625,0.0000
111.667,0.0000
111.708,0.0000
111.750,0.0000
111.792,0.0000
111.833,0.0000
111.875,0.0000
111.917,0.0000
111.958,0.0000
112.000,0.0000
112.042,0.0000
112.083,0.0000
112.125,0.0000
112.167,0.0000
112.208,0.0000
112.250,0.0000
112.292,0.0000
112.333,0.0000
112.375,0.0000
112.417,0.0000
112.458,0.0000
112.500,0.0000
112.542,0.0000
112.583,0.0000
112.625,0.0000
112.667,0.0000
112.708,0.0000
112.750,0.0000
112.792,0.0000
112.833,0.0000
112.875,0.0000
112.917,0.0000
112.958,0.0000
113.000,0.0000
113.042,0.0000
113.083,0.0000
113.125,0.0000
113.167,0.0000
113.208,0.0000
113.250,0.0000
113.292,0.0000
113.333,0.0000
113.375,0.0000
113.417,0.0000
113.458,0.0000
113.500,0.0000
113.542,0.0000
113.583,0.0000
113.625,0.0000
113.667,0.0000
113.708,0.0000
113.750,0.0000
113.792,0.0000
113.833,0.0000
113.875,0.0000
113.917,0.0000
113.958,0.0000
114.000,0.0000
114.042,0.0000
114.083,0.0000
114.125,0.0000
114.167,0.0000
114.208,0.0000
114.250,0.0000
114.292,0.0000
114.333,0.0000
114.375,0.0000
114.417,0.0000
114.458,0.0000
114.500,0.0000
114.542,0.0000
114.583,0.0000
114.625,0.0000
114.667,0.0000
114.708,0.0000
114.750,0.0000
114.792,0.0000
114.833,0.0000
114.875,0.0000
114.917,0.0000
114.958,0.0000
115.000,0.0000
115.042,0.0000
115.083,0.0000
115.125,0.0000
115.167,0.0000
115.208,0.0000
115.250,0.0000
115.292,0.0000
115.333,0.0000
115.375,0.0000
115.417,0.0000
115.458,0.0000
115.500,0.0000
115.542,0.0000
115.583,0.0000
115.625,0.0000
115.667,0.0000
115.708,0.0000
115.750,0.0000
115.792,0.0000
115.833,0.0000
115.875,0.0000
115.917,0.0000
115.958,0.0000
116.000,0.0000
116.042,0.0000
116.083,0.0000
116.125,0.0000
116.167,0.0000
116.208,0.0000
116.250,0.0000
116.292,0.0000
116.333,0.0000
116.375,0.0000
116.417,0.0000
116.458,0.0000
116.500,0.0000
116.542,0.0000
116.583,0.0000
116.625,0.0000
116.667,0.0000
116.708,0.0000
116.750,0.0000
116.792,0.0000
116.833,0.0000
116.875,0.0000
116.917,0.0000
116.958,0.0000
117.000,0.0000
117.042,0.0000
117.083,0.0000
117.125,0.0000
117.167,0.0000
117.208,0.0000
117.250,0.0000
117.292,0.0000
117.333,0.0000
117.375,0.0000
117.417,0.0000
117.458,0.0000
117.500,0.0000
117.542,0.0000
117.583,0.0000
117.625,0.0000
117.667,0.0000
117.708,0.0000
117.750,0.0000
117.792,0.0000
117.833,0.0000
117.875,0.0000
117.917,0.0000
117.958,0.0000
118.000,0.0000
118.042,0.0000
118.083,0.0000
118.125,0.0000
118.167,0.0000
118.208,0.0000
118.250,0.0000
118.292,0.0000
118.333,0.0000
118.375,0.0000
118.417,0.0000
118.458,0.0000
118.500,0.0000
118.542,0.0000
118.583,0.0000
118.625,0.0000
118.667,0.0000
118.708,0.0000
118.750,0.0000
118.792,0.0000
118.833,0.0000
118.875,0.0000
118.917,0.0000
118.958,0.0000
119.000,0.0000
119.042,0.0000
119.083,0.0000
119.125,0.0000
119.167,0.0000
119.208,0.0000
119.250,0.0000
119.292,0.0000
119.333,0.0000
119.375,0.0000
119.417,0.0000
119.458,0.0000
119.500,0.0000
119.542,0.0000
119.583,0.0000
119.625,0.0000
119.667,0.0000
119.708,0.0000
119.750,0.0000
119.792,0.0000
119.833,0.0000
119.875,0.0000
119.917,0.0000
119.958,0.0000
120.000,0.0000
120.042,0.0000
120.083,0.0000
120.125,0.0000
120.167,0.0000
120.208,0.0000
120.250,0.0000
120.292,0.0000
120.333,0.0000
120.375,0.0000
120.417,0.0000
120.458,0.0000
120.500,0.0000
120.542,0.0000
120.583,0.0000
120.625,0.0000
120.667,0.0000
120.708,0.0000
120.750,0.0000
120.792,0.0000
120.833,0.0000
120.875,0.0000
120.917,0.0000
120.958,0.0000
121.000,0.0000
121.042,0.0000
121.083,0.0000
121.125,0.0000
121.167,0.0000
121.208,0.0000
121.250,0.0000
121.292,0.0000
121.333,0.0000
121.375,0.0000
121.417,0.0000
121.458,0.0000
121.500,0.0000
121.542,0.0000
121.583,0.0000
121.625,0.0000
121.667,0.0000
121.708,0.0000
121.750,0.0000
121.792,0.0000
121.833,0.0000
121.875,0.0000
121.917,0.0000
121.958,0.0000
122.000,0.0000
122.042,0.0000
122.083,0.0000
122.125,0.0000
122.167,0.0000
122.208,0.0000
122.250,0.0000
122.292,0.0000
122.333,0.0000
122.375,0.0000
122.417,0.0000
122.458,0.0000
122.500,0.0000
122.542,0.0000
122.583,0.0000
122.625,0.0000
122.667,0.0000
122.708,0.0000
122.750,0.0000
122.792,0.0000
122.833,0.0000
122.875,0.0000
122.917,0.0000
122.958,0.0000
123.000,0.0000
123.042,0.0000
123.083,0.0000
123.125,0.0000
123.167,0.0000
123.208,0.0000
123.250,0.0000
123.292,0.0000
123.333,0.0000
123.375,0.0000
123.417,0.0000
123.458,0.0000
123.500,0.0000
123.542,0.0000
123.583,0.0000
123.625,0.0000
123.667,0.0000
123.708,0.0000
123.750,0.0000
123.792,0.0000
123.833,0.0000
123.875,0.0000
123.917,0.0000
123.958,0.0000
124.000,0.0000
124.042,0.0000
124.083,0.0000
124.125,0.0000
124.167,0.0000
124.208,0.0000
124.250,0.0000
124.292,0.0000
124.333,0.0000
124.375,0.0000
124.417,0.0000
124.458,0.0000
124.500,0.0000
124.542,0.0000
124.583,0.0000
124.625,0.0000
124.667,0.0000
124.708,0.0000
124.750,0.0000
124.792,0.0000
124.833,0.0000
124.875,0.0000
124.917,0.0000
124.958,0.0000
125.000,0.0000
125.042,0.0000
125.083,0.0000
125.125,0.0000
125.167,0.0000
125.208,0.0000
125.250,0.0000
125.292,0.0000
125.333,0.0000
125.375,0.0000
125.417,0.0000
125.458,0.0000
125.500,0.0000
125.542,0.0000
125.583,0.0000
125.625,0.0000
125.667,0.0000
125.708,0.0000
125.750,0.0000
125.792,0.0000
125.833,0.0000
125.875,0.0000
125.917,0.0000
125.958,0.0000
126.000,0.0000
126.042,0.0000
126.083,0.0000
126.125,0.0000
126.167,0.0000
126.208,0.0000
126.250,0.0000
126.292,0.0000
126.333,0.0000
126.375,0.0000
126.417,0.0000
126.458,0.0000
126.500,0.0000
126.542,0.0000
126.583,0.0000
126.625,0.0000
126.667,0.0000
126.708,0.0000
126.750,0.0000
126.792,0.0000
126.833,0.0000
126.875,0.0000
126.917,0.0000
126.958,0.0000
127.000,0.0000
127.042,0.0000
127.083,0.0000
127.125,0.0000
127.167,0.0000
127.208,0.0000
127.250,0.0000
127.292,0.0000
127.333,0.0000
127.375,0.0000
127.417,0.0000
127.458,0.0000
127.500,0.0000
127.542,0.0000
127.583,0.0000
127.625,0.0000
127.667,0.0000
127.708,0.0000
127.750,0.0000
127.792,0.0000
127.833,0.0000
127.875,0.0000
127.917,0.0000
127.958,0.0000
128.000,0.0000
128.042,0.0000
128.083,0.0000
128.125,0.0000
128.167,0.0000
128.208,0.0000
128.250,0.0000
128.292,0.0000
128.333,0.0000
128.375,0.0000
128.417,0.0000
128.458,0.0000
128.500,0.0000
128.542,0.0000
128.583,0.0000
128.625,0.0000
128.667,0.0000
128.708,0.0000
128.750,0.0000
128.792,0.0000
128.833,0.0000
128.875,0.0000
128.917,0.0000
128.958,0.0000
129.000,0.0000
129.042,0.0000
129.083,0.0000
129.125,0.0000
129.167,0.0000
129.208,0.0000
129.250,0.0000
129.292,0.0000
129.333,0.0000
129.375,0.0000
129.417,0.0000
129.458,0.0000
129.500,0.0000
129.542,0.0000
129.583,0.0000
129.625,0.0000
